Player,Team,Season,PPG,RPG,APG,WinPct,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Kemba Walker,CHA,17/18,22.1,3.1,5.6,0.439,8.6,0,115,111,20.6,4.0,27.4,4.2,False
Victor Oladipo,IND,17/18,23.1,5.2,4.3,0.585,8.2,0,110,104,23.1,5.8,30.1,5.0,True
Otto Porter Jr.,WAS,17/18,14.7,6.4,2.0,0.524,8.1,0,120,107,18.3,3.5,18.4,3.4,False
Rudy Gobert,UTA,17/18,13.5,10.7,1.4,0.585,8.1,0,122,99,20.7,3.4,16.9,2.5,False
Derrick Favors,UTA,17/18,12.3,7.2,1.3,0.585,8.0,0,119,104,18.8,1.5,18.5,1.9,False
Al Horford,BOS,17/18,12.9,7.4,4.7,0.671,7.8,0,115,103,17.6,4.4,18.4,3.7,False
Darren Collison,IND,17/18,12.4,2.6,5.3,0.585,7.6,0,126,110,18.8,2.7,17.4,2.4,False
Joe Ingles,UTA,17/18,11.5,4.2,4.8,0.585,7.6,0,115,106,14.4,2.3,15.9,2.8,False
Jonas Valančiūnas,TOR,17/18,12.7,8.6,1.1,0.72,7.6,0,120,103,22.5,2.4,22.7,1.9,False
Enes Freedom,NYK,17/18,14.1,11.0,1.5,0.354,7.5,0,122,108,24.0,2.2,21.8,1.9,False
Taj Gibson,MIN,17/18,12.2,7.1,1.2,0.573,7.2,0,123,112,15.4,-0.5,14.7,1.0,False
Jrue Holiday,NOP,17/18,19.0,4.5,6.0,0.585,7.1,0,110,109,17.8,1.6,23.1,2.7,False
Jayson Tatum,BOS,17/18,13.9,5.0,1.6,0.671,7.1,0,111,103,15.2,1.2,19.4,2.0,False
Bradley Beal,WAS,17/18,22.6,4.4,4.5,0.524,6.9,0,109,110,18.4,2.2,27.6,3.1,False
Khris Middleton,MIL,17/18,20.1,5.2,4.0,0.537,6.9,0,111,111,17.4,0.0,24.6,1.5,False
Dwight Howard,CHA,17/18,16.6,12.5,1.3,0.439,6.8,0,108,104,20.5,-0.1,24.2,1.2,True
Lou Williams,LAC,17/18,22.6,2.5,5.3,0.512,6.7,0,112,113,20.2,2.3,29.8,2.8,False
Dwight Powell,DAL,17/18,8.5,5.6,1.2,0.293,6.6,0,129,107,18.8,1.6,15.5,1.5,False
JJ Redick,PHI,17/18,17.1,2.5,3.0,0.634,6.6,0,119,110,15.9,1.1,21.7,1.7,False
Julius Randle,LAL,17/18,16.1,8.0,2.6,0.427,6.6,0,112,107,19.9,0.6,25.3,1.4,False
Dario Šarić,PHI,17/18,14.6,6.7,2.6,0.634,6.6,0,113,107,15.8,1.3,20.9,1.9,False
CJ McCollum,POR,17/18,21.4,4.0,3.4,0.598,6.6,0,108,109,16.9,1.2,26.5,2.4,False
Kevin Love,CLE,17/18,17.6,9.3,1.7,0.61,6.4,0,120,109,22.4,3.3,25.1,2.2,False
Kyle Anderson,SAS,17/18,7.9,5.4,2.7,0.573,6.2,0,114,101,15.9,2.9,13.5,2.4,False
Will Barton,DEN,17/18,15.7,5.0,4.1,0.561,6.2,0,113,112,16.2,1.1,20.7,2.1,False
Joel Embiid,PHI,17/18,22.9,11.0,3.2,0.634,6.2,0,106,100,22.9,3.3,33.4,2.6,False
Robert Covington,PHI,17/18,12.6,5.4,2.0,0.634,6.1,0,107,103,12.9,1.5,17.2,2.3,False
Draymond Green,GSW,17/18,11.0,7.6,7.3,0.707,6.1,0,110,105,16.1,2.8,17.2,2.8,False
Pau Gasol,SAS,17/18,10.1,8.0,3.1,0.573,6.0,0,112,102,18.9,3.4,20.4,2.5,False
Spencer Dinwiddie,BRK,17/18,12.6,3.2,6.6,0.341,5.7,0,114,112,15.9,0.6,20.3,1.5,False
Terry Rozier,BOS,17/18,11.2,4.7,2.9,0.671,5.6,0,109,104,15.1,2.1,20.4,2.1,False
Jakob Poeltl,TOR,17/18,6.9,4.8,0.7,0.72,5.6,0,122,104,17.5,0.4,14.8,0.9,False
Jamal Murray,DEN,17/18,16.7,3.7,3.4,0.561,5.5,0,112,113,16.1,-0.3,22.8,1.1,False
Montrezl Harrell,LAC,17/18,11.0,4.0,1.0,0.512,5.5,0,124,109,24.7,3.3,23.8,1.7,False
Kelly Olynyk,MIA,17/18,11.5,5.7,2.7,0.537,5.5,0,112,105,17.8,2.3,21.7,1.9,False
Thaddeus Young,IND,17/18,11.8,6.3,1.9,0.585,5.5,0,108,107,14.8,0.2,17.3,1.4,False
Gary Harris,DEN,17/18,17.5,2.6,2.9,0.561,5.5,0,115,112,16.5,0.8,20.8,1.7,False
John Collins,ATL,17/18,10.5,7.3,1.3,0.293,5.4,0,117,108,18.3,-0.2,17.9,0.8,False
Bojan Bogdanović,IND,17/18,14.3,3.4,1.5,0.585,5.4,0,114,112,13.9,-0.7,19.0,0.8,False
Josh Richardson,MIA,17/18,12.9,3.5,2.9,0.537,5.4,0,106,106,13.6,0.7,18.2,1.8,False
Jerami Grant,OKC,17/18,8.4,3.9,0.7,0.585,5.4,0,122,108,16.2,0.3,16.0,1.0,False
Trevor Ariza,HOU,17/18,11.7,4.4,1.6,0.793,5.3,0,114,107,11.8,0.7,14.4,1.5,False
Anthony Tolliver,DET,17/18,8.9,3.1,1.1,0.476,5.3,0,126,110,13.9,0.9,14.8,1.3,False
Hassan Whiteside,MIA,17/18,14.0,11.4,1.0,0.537,5.3,0,111,99,24.1,2.6,24.7,1.6,False
Kentavious Caldwell-Pope,LAL,17/18,13.4,5.2,2.2,0.427,5.3,0,111,108,13.2,0.3,16.9,1.4,False
Goran Dragić,MIA,17/18,17.3,4.1,4.8,0.537,5.3,0,108,109,16.6,0.3,25.7,1.4,False
Ricky Rubio,UTA,17/18,13.1,4.6,5.3,0.585,5.3,0,105,103,15.4,0.7,22.9,1.6,False
Donovan Mitchell,UTA,17/18,20.5,3.7,3.7,0.585,5.2,0,103,105,16.7,1.2,29.1,2.2,False
Serge Ibaka,TOR,17/18,12.6,6.3,0.8,0.72,5.1,0,109,105,14.7,-0.1,19.4,1.0,False
Ed Davis,POR,17/18,5.3,7.4,0.5,0.598,5.0,0,121,103,15.5,-0.6,12.1,0.5,False
Marvin Williams,CHA,17/18,9.5,4.7,1.2,0.439,5.0,0,118,109,13.9,1.0,14.8,1.5,False
Tomáš Satoranský,WAS,17/18,7.2,3.2,3.9,0.524,5.0,0,124,111,15.4,1.2,13.7,1.3,False
James Johnson,MIA,17/18,10.8,4.9,3.8,0.537,5.0,0,109,105,15.8,1.6,19.1,1.7,False
Jeremy Lamb,CHA,17/18,12.9,4.0,2.3,0.439,4.9,0,112,109,17.0,1.6,22.4,1.8,False
John Henson,MIL,17/18,8.8,6.8,1.5,0.537,4.9,0,115,108,15.7,-0.9,15.0,0.5,False
Klay Thompson,GSW,17/18,20.0,3.8,2.5,0.707,4.9,0,110,111,16.0,-0.4,23.7,1.0,False
Marcin Gortat,WAS,17/18,8.4,7.6,1.8,0.524,4.9,0,112,107,14.7,-0.6,15.5,0.8,False
Jeff Teague,MIN,17/18,14.2,3.0,7.0,0.573,4.9,0,111,112,16.4,0.4,20.6,1.4,False
Kyle O'Quinn,NYK,17/18,7.1,6.1,2.1,0.354,4.8,0,118,105,20.0,3.1,17.0,1.8,False
Dirk Nowitzki,DAL,17/18,12.0,5.7,1.6,0.293,4.8,0,112,108,16.7,2.3,20.5,2.1,False
Ryan Anderson,HOU,17/18,9.3,5.0,0.9,0.793,4.8,0,121,109,12.6,0.1,14.4,0.9,False
Domantas Sabonis,IND,17/18,11.6,7.7,2.0,0.585,4.7,0,110,107,17.5,-1.1,22.1,0.4,False
Fred VanVleet,TOR,17/18,8.6,2.4,3.2,0.72,4.7,0,115,106,15.9,2.4,19.1,1.7,False
Eric Gordon,HOU,17/18,18.0,2.5,2.2,0.793,4.7,0,110,110,15.2,0.4,24.7,1.3,False
DeMarcus Cousins,NOP,17/18,25.2,12.9,5.4,0.585,4.7,0,104,102,22.6,4.7,31.9,2.9,True
Jusuf Nurkić,POR,17/18,14.3,9.0,1.8,0.598,4.7,0,102,101,19.2,0.0,26.4,1.1,False
Myles Turner,IND,17/18,12.7,6.4,1.3,0.585,4.7,0,110,106,16.6,-0.2,20.0,0.8,False
Pascal Siakam,TOR,17/18,7.3,4.5,2.0,0.72,4.7,0,113,105,14.5,1.3,15.7,1.4,False
Delon Wright,TOR,17/18,8.0,2.9,2.9,0.72,4.5,0,116,105,16.5,3.3,17.2,1.9,False
Jaylen Brown,BOS,17/18,14.5,4.9,1.6,0.671,4.5,0,105,105,13.6,-0.5,21.4,0.8,False
Alex Len,PHO,17/18,8.5,7.5,1.2,0.256,4.5,0,121,110,19.4,0.3,17.0,0.8,False
Wayne Ellington,MIA,17/18,11.2,2.8,1.0,0.537,4.5,0,113,110,12.5,0.4,17.3,1.2,False
E'Twaun Moore,NOP,17/18,12.5,2.9,2.3,0.585,4.4,0,111,112,12.1,-1.6,16.1,0.3,False
Ish Smith,DET,17/18,10.9,2.7,4.4,0.476,4.4,0,109,109,15.4,0.0,20.8,1.0,False
Tyreke Evans,MEM,17/18,19.4,5.1,5.2,0.268,4.2,0,111,111,21.1,4.5,28.4,2.6,False
Jarrett Allen,BRK,17/18,8.2,5.4,0.7,0.341,4.2,0,119,108,17.5,-0.8,16.3,0.5,False
Reggie Bullock,DET,17/18,11.3,2.5,1.5,0.476,4.2,0,118,110,13.6,0.7,15.7,1.2,False
Bam Adebayo,MIA,17/18,6.9,5.5,1.5,0.537,4.2,0,116,105,15.7,-0.4,15.9,0.6,False
Al-Farouq Aminu,POR,17/18,9.3,7.6,1.2,0.598,4.2,0,105,104,12.0,0.4,14.8,1.3,False
Tyler Johnson,MIA,17/18,11.7,3.4,2.3,0.537,4.2,0,109,108,13.0,-0.3,18.6,0.9,False
Rondae Hollis-Jefferson,BRK,17/18,13.9,6.8,2.5,0.341,4.1,0,108,109,16.9,0.1,22.2,1.0,False
DeMarre Carroll,BRK,17/18,13.5,6.6,2.0,0.341,4.1,0,109,110,14.3,0.2,19.8,1.2,False
Amir Johnson,PHI,17/18,4.6,4.5,1.6,0.634,4.1,0,121,103,14.9,1.0,12.8,0.9,False
Patty Mills,SAS,17/18,10.0,1.9,2.8,0.573,4.1,0,109,109,11.8,-1.0,17.8,0.5,False
D.J. Augustin,ORL,17/18,10.2,2.1,3.8,0.305,4.1,0,116,114,15.4,-0.2,18.6,0.8,False
Marc Gasol,MEM,17/18,17.2,8.1,4.2,0.268,4.0,0,104,108,17.4,2.3,25.6,2.7,False
Joe Harris,BRK,17/18,10.8,3.3,1.6,0.341,4.0,0,116,113,13.3,0.1,16.6,1.0,False
Courtney Lee,NYK,17/18,12.0,2.9,2.4,0.354,3.9,0,112,113,13.0,-0.3,16.9,1.0,False
Jeff Green,CLE,17/18,10.8,3.2,1.3,0.61,3.9,0,115,114,14.8,-1.8,19.3,0.1,False
P.J. Tucker,HOU,17/18,6.1,5.6,0.9,0.793,3.9,0,107,106,8.3,-1.1,10.5,0.5,False
Willie Cauley-Stein,SAC,17/18,12.8,7.0,2.4,0.329,3.9,0,106,108,17.6,-0.1,21.8,1.0,False
Trey Lyles,DEN,17/18,9.9,4.8,1.2,0.561,3.9,0,116,110,17.9,1.3,21.1,1.1,False
Kosta Koufos,SAC,17/18,6.7,6.6,1.2,0.329,3.9,0,117,108,17.5,-0.4,15.2,0.6,False
Harrison Barnes,DAL,17/18,18.9,6.1,2.0,0.293,3.8,0,105,111,15.8,-0.5,25.2,1.0,False
Kyle Kuzma,LAL,17/18,16.1,6.3,1.8,0.427,3.8,0,105,109,14.2,-0.7,22.5,0.8,False
T.J. McConnell,PHI,17/18,6.3,3.0,4.0,0.634,3.8,0,109,105,12.5,0.0,13.8,0.9,False
Brook Lopez,LAL,17/18,13.0,4.0,1.7,0.427,3.8,0,108,108,16.5,0.9,23.5,1.3,False
Kelly Oubre Jr.,WAS,17/18,11.8,4.5,1.2,0.524,3.7,0,106,109,11.9,-1.7,19.4,0.2,False
Carmelo Anthony,OKC,17/18,16.2,5.8,1.3,0.585,3.7,0,104,109,12.7,-1.9,23.2,0.0,False
Dewayne Dedmon,ATL,17/18,10.0,7.9,1.5,0.293,3.7,0,111,107,15.8,0.1,17.0,0.8,False
Frank Kaminsky,CHA,17/18,11.1,3.6,1.6,0.439,3.6,0,110,111,14.4,-0.2,20.5,0.8,False
Mason Plumlee,DEN,17/18,7.1,5.4,1.9,0.561,3.6,0,112,107,16.9,0.5,16.6,0.9,False
Tyus Jones,MIN,17/18,5.1,1.6,2.8,0.573,3.6,0,119,110,14.1,0.8,12.7,1.1,False
Rajon Rondo,NOP,17/18,8.3,4.0,8.2,0.585,3.6,0,109,109,15.3,-0.3,16.9,0.7,True
Nikola Vučević,ORL,17/18,16.5,9.2,3.4,0.305,3.6,0,105,106,19.7,2.7,25.9,2.0,False
David West,GSW,17/18,6.8,3.3,1.9,0.707,3.5,0,113,103,20.9,3.1,21.7,1.3,False
Nicolas Batum,CHA,17/18,11.6,4.8,5.5,0.439,3.5,0,107,110,14.4,0.4,18.3,1.2,False
Daniel Theis,BOS,17/18,5.3,4.3,0.9,0.671,3.5,0,117,100,16.1,0.3,15.5,0.5,False
Bobby Portis,CHI,17/18,13.2,6.8,1.7,0.329,3.5,0,108,110,19.7,0.8,26.0,1.2,False
T.J. Warren,PHO,17/18,19.6,5.1,1.3,0.256,3.4,0,109,114,17.6,-0.7,24.9,0.7,False
Kyle Korver,CLE,17/18,9.2,2.3,1.2,0.61,3.4,0,120,114,13.4,0.2,16.0,0.9,False
Jonas Jerebko,UTA,17/18,5.8,3.3,0.6,0.585,3.4,0,118,106,13.2,0.1,15.6,0.6,False
Josh Hart,LAL,17/18,7.9,4.2,1.3,0.427,3.4,0,116,109,12.2,-0.1,13.5,0.7,False
Evan Fournier,ORL,17/18,17.8,3.2,2.9,0.305,3.3,0,110,113,15.5,-0.6,23.3,0.7,False
Jerian Grant,CHI,17/18,8.4,2.3,4.6,0.329,3.3,0,112,112,14.3,-1.3,17.4,0.3,False
Lauri Markkanen,CHI,17/18,15.2,7.5,1.2,0.329,3.3,0,107,110,15.6,-0.2,21.9,0.9,False
Markieff Morris,WAS,17/18,11.5,5.6,1.9,0.524,3.3,0,105,108,13.2,-1.3,19.5,0.4,False
Zaza Pachulia,GSW,17/18,5.4,4.7,1.6,0.707,3.3,0,117,105,17.0,0.0,17.0,0.5,False
J.J. Barea,DAL,17/18,11.6,2.9,6.3,0.293,3.3,0,109,112,17.8,1.2,24.9,1.3,False
Wilson Chandler,DEN,17/18,10.0,5.4,2.1,0.561,3.3,0,110,113,10.9,-2.1,14.3,-0.1,False
Michael Kidd-Gilchrist,CHA,17/18,9.2,4.1,1.0,0.439,3.3,0,110,110,12.5,-2.1,16.1,-0.1,False
Marcus Morris,BOS,17/18,13.6,5.4,1.3,0.671,3.2,0,106,105,14.5,-0.1,23.0,0.7,False
Shabazz Napier,POR,17/18,8.7,2.3,2.0,0.598,3.2,0,107,106,14.2,0.7,19.5,1.0,False
Maurice Harkless,POR,17/18,6.5,2.7,0.9,0.598,3.2,0,117,106,12.6,1.4,12.6,1.1,False
Allen Crabbe,BRK,17/18,13.2,4.3,1.6,0.341,3.2,0,108,112,12.3,-0.7,19.0,0.7,False
Kristaps Porziņģis,NYK,17/18,22.7,6.6,1.2,0.354,3.2,0,105,108,20.4,1.8,31.0,1.5,False
Andre Iguodala,GSW,17/18,6.0,3.8,3.3,0.707,3.2,0,113,109,11.2,-0.3,11.5,0.7,False
Dejounte Murray,SAS,17/18,8.1,5.7,2.9,0.573,3.2,0,99,101,15.1,0.5,20.7,1.1,False
Ekpe Udoh,UTA,17/18,2.6,2.4,0.8,0.585,3.2,0,126,98,15.2,3.1,9.1,1.1,False
Rudy Gay,SAS,17/18,11.5,5.1,1.3,0.573,3.1,0,106,103,18.0,0.8,24.6,0.9,False
Cory Joseph,IND,17/18,7.9,3.2,3.2,0.585,3.1,0,106,110,11.0,-1.5,14.8,0.3,False
Dāvis Bertāns,SAS,17/18,5.9,2.0,1.0,0.573,3.1,0,115,106,14.1,1.6,17.4,1.0,False
Yogi Ferrell,DAL,17/18,10.2,3.0,2.5,0.293,3.0,0,107,112,11.4,-1.4,17.0,0.4,False
Darius Miller,NOP,17/18,7.8,2.0,1.4,0.585,3.0,0,115,113,9.3,-1.9,12.8,0.1,False
OG Anunoby,TOR,17/18,5.9,2.5,0.7,0.72,3.0,0,113,108,10.0,-0.6,12.4,0.5,False
Aron Baynes,BOS,17/18,6.0,5.4,1.1,0.671,3.0,0,103,103,12.0,-2.9,16.8,-0.3,False
Bismack Biyombo,ORL,17/18,5.7,5.7,0.8,0.305,2.9,0,108,107,14.1,-2.4,14.9,-0.2,False
Jordan Bell,GSW,17/18,4.6,3.6,1.8,0.707,2.9,0,121,103,18.0,2.8,13.9,1.0,False
Gorgui Dieng,MIN,17/18,5.9,4.6,0.9,0.573,2.9,0,112,109,14.7,-1.0,16.3,0.3,False
Danny Green,SAS,17/18,8.6,3.6,1.6,0.573,2.9,0,100,104,11.3,0.4,16.6,1.1,False
Bogdan Bogdanović,SAC,17/18,11.8,2.9,3.3,0.329,2.9,0,107,113,13.5,-1.5,19.6,0.3,False
Aaron Gordon,ORL,17/18,17.6,7.9,2.3,0.305,2.9,0,103,109,16.5,0.3,24.7,1.1,False
C.J. Miles,TOR,17/18,10.0,2.2,0.8,0.72,2.9,0,109,108,13.0,0.3,22.3,0.8,False
Richaun Holmes,PHI,17/18,6.5,4.4,1.3,0.634,2.8,0,121,103,17.4,1.1,16.6,0.6,False
Maxi Kleber,DAL,17/18,5.4,3.2,0.7,0.293,2.8,0,117,109,13.4,-0.5,13.7,0.5,False
Luc Mbah a Moute,HOU,17/18,7.5,3.0,0.9,0.793,2.8,0,107,106,10.3,-0.2,12.8,0.7,False
Buddy Hield,SAC,17/18,13.5,3.8,1.9,0.329,2.8,0,104,111,16.1,1.0,24.3,1.5,False
Brandon Ingram,LAL,17/18,16.1,5.3,3.9,0.427,2.8,0,104,109,13.8,-1.2,22.2,0.4,False
Nemanja Bjelica,MIN,17/18,6.8,4.1,1.3,0.573,2.8,0,114,110,12.6,0.1,14.3,0.7,False
Kevon Looney,GSW,17/18,4.0,3.3,0.6,0.707,2.8,0,121,106,14.8,-0.2,12.5,0.4,False
Malcolm Brogdon,MIL,17/18,13.0,3.2,3.2,0.537,2.7,0,112,113,14.3,-1.2,19.1,0.3,False
Deyonta Davis,MEM,17/18,5.8,4.0,0.6,0.268,2.7,0,122,110,16.6,-1.5,15.3,0.1,False
JaVale McGee,GSW,17/18,4.8,2.6,0.5,0.707,2.7,0,124,103,22.3,1.5,19.2,0.5,False
John Wall,WAS,17/18,19.4,3.7,9.6,0.524,2.7,0,105,109,19.1,3.0,29.1,1.8,True
Tyson Chandler,PHO,17/18,6.5,9.1,1.2,0.256,2.7,0,123,111,14.2,-1.4,10.6,0.2,False
Salah Mejri,DAL,17/18,3.5,4.0,0.6,0.293,2.7,0,122,102,17.8,0.7,12.8,0.5,False
Tim Hardaway Jr.,NYK,17/18,17.5,3.9,2.7,0.354,2.6,0,106,113,14.4,-0.6,23.8,0.7,False
Wesley Matthews,DAL,17/18,12.7,3.1,2.7,0.293,2.6,0,105,111,11.4,-0.9,17.6,0.6,False
Thabo Sefolosha,UTA,17/18,8.2,4.2,0.9,0.585,2.6,0,113,101,15.8,2.7,16.4,0.9,False
Justise Winslow,MIA,17/18,7.8,5.4,2.2,0.537,2.6,0,101,105,11.5,-1.1,16.3,0.4,False
Patrick Patterson,OKC,17/18,3.9,2.4,0.7,0.585,2.6,0,114,108,10.0,-0.2,10.8,0.6,False
Evan Turner,POR,17/18,8.2,3.1,2.2,0.598,2.6,0,103,109,9.8,-2.5,15.6,-0.3,False
LeBron James,MIA,11/12,27.1,7.9,6.2,0.697,14.5,1,118,97,30.7,10.9,32.0,7.6,False
Chris Paul,LAC,11/12,19.8,3.6,9.0,0.606,12.7,0,126,104,27.0,9.2,24.3,6.1,True
Kevin Durant,OKC,11/12,28.0,8.0,3.5,0.712,12.2,0,114,101,26.2,7.0,31.3,5.8,True
Kevin Love,MIN,11/12,26.0,13.3,2.0,0.394,10.0,0,117,104,25.4,5.2,28.8,3.9,True
Tyson Chandler,NYK,11/12,11.3,9.9,0.9,0.545,9.5,0,130,99,18.7,2.3,13.0,2.2,False
James Harden,OKC,11/12,16.8,4.1,3.7,0.712,9.3,0,125,105,21.1,4.3,21.6,3.1,False
Blake Griffin,LAC,11/12,20.7,10.9,3.2,0.606,9.2,0,113,104,23.4,3.7,26.6,3.4,False
Joakim Noah,CHI,11/12,10.2,9.8,2.5,0.758,9.0,0,120,96,19.6,3.8,15.8,2.8,False
Ryan Anderson,ORL,11/12,16.1,7.7,0.9,0.561,8.9,0,124,105,21.2,4.0,21.2,3.0,False
Pau Gasol,LAL,11/12,17.4,10.4,3.6,0.621,8.3,0,112,103,20.4,3.4,22.1,3.3,False
Marc Gasol,MEM,11/12,14.6,8.9,3.1,0.621,8.2,0,111,99,18.4,3.1,19.1,3.1,False
Andrew Bynum,LAL,11/12,18.7,11.8,1.4,0.621,8.0,0,112,100,22.9,2.9,23.8,2.6,True
Russell Westbrook,OKC,11/12,23.6,4.6,5.5,0.712,7.9,0,108,105,22.9,3.0,32.7,3.0,False
Paul Millsap,UTA,11/12,16.6,8.8,2.3,0.545,7.8,0,113,102,21.8,3.9,23.2,3.1,False
Dwight Howard,ORL,11/12,20.6,14.5,1.9,0.561,7.7,0,106,96,24.2,4.3,26.1,3.3,True
Dwyane Wade,MIA,11/12,22.1,4.8,4.6,0.697,7.7,0,112,99,26.3,7.9,31.3,4.0,True
Carlos Boozer,CHI,11/12,15.0,8.5,1.9,0.758,7.6,0,108,95,19.7,2.7,23.8,2.3,False
Marcin Gortat,PHO,11/12,15.4,10.0,0.9,0.5,7.6,0,115,103,21.2,2.2,20.8,2.3,False
Dirk Nowitzki,DAL,11/12,21.6,6.7,2.2,0.545,7.6,0,110,103,21.7,3.7,29.2,3.0,False
Al Jefferson,UTA,11/12,19.2,9.6,2.2,0.545,7.5,0,112,103,22.8,3.7,25.7,3.0,False
Andre Iguodala,PHI,11/12,12.4,6.1,5.5,0.53,7.3,0,108,98,17.6,4.0,17.7,3.3,False
Tony Parker,SAS,11/12,18.2,2.8,7.7,0.758,7.1,0,112,106,22.0,2.7,27.7,2.3,True
LaMarcus Aldridge,POR,11/12,21.7,8.0,2.4,0.424,7.0,0,113,106,22.7,3.0,27.0,2.5,False
Paul Pierce,BOS,11/12,19.4,5.2,4.5,0.591,7.0,0,106,99,19.6,4.2,28.1,3.2,False
Greg Monroe,DET,11/12,15.4,9.7,2.3,0.379,7.0,0,110,102,22.0,2.9,23.6,2.6,False
Ty Lawson,DEN,11/12,16.4,3.7,6.6,0.576,6.9,0,116,108,19.4,3.2,21.2,2.8,False
Kevin Garnett,BOS,11/12,15.8,8.2,2.9,0.591,6.9,0,106,94,20.4,4.3,24.9,2.9,False
Chris Bosh,MIA,11/12,18.0,7.9,1.8,0.697,6.9,0,109,100,18.9,0.8,24.2,1.4,False
Josh Smith,ATL,11/12,18.8,9.6,3.9,0.606,6.8,0,101,96,21.1,3.8,28.4,3.3,False
Danny Granger,IND,11/12,18.7,5.0,1.8,0.636,6.7,0,111,104,18.6,2.9,25.9,2.5,False
Joe Johnson,ATL,11/12,18.8,3.7,3.9,0.606,6.4,0,110,105,18.4,2.1,24.9,2.2,False
Mike Conley,MEM,11/12,12.7,2.5,6.5,0.621,6.4,0,110,102,16.8,2.4,18.3,2.4,False
Ersan İlyasova,MIL,11/12,13.0,8.8,1.2,0.47,6.4,0,118,103,20.5,1.9,20.1,1.6,False
Thaddeus Young,PHI,11/12,12.8,5.2,1.2,0.53,6.3,0,111,100,18.9,2.0,21.5,1.8,False
Carmelo Anthony,NYK,11/12,22.6,6.3,3.6,0.545,6.2,0,106,102,21.1,3.6,31.8,2.7,False
Serge Ibaka,OKC,11/12,9.1,7.5,0.4,0.712,6.2,0,113,98,19.0,2.3,15.7,1.9,False
Roy Hibbert,IND,11/12,12.8,8.8,1.7,0.636,6.2,0,109,101,19.3,1.4,21.1,1.7,False
Kobe Bryant,LAL,11/12,27.9,5.4,4.6,0.621,6.2,0,105,106,21.9,3.3,35.7,2.9,True
Lou Williams,PHI,11/12,14.9,2.4,3.5,0.53,6.1,0,110,102,20.2,4.0,27.4,2.5,False
Elton Brand,PHI,11/12,11.0,7.2,1.6,0.53,6.1,0,108,96,18.0,1.6,18.9,1.6,False
Rudy Gay,MEM,11/12,19.0,6.4,2.3,0.621,6.0,0,104,102,17.8,1.9,25.1,2.4,False
Derrick Rose,CHI,11/12,21.8,3.4,7.9,0.758,6.0,0,112,101,23.0,6.4,30.5,2.9,True
Paul George,IND,11/12,12.1,5.6,2.4,0.636,6.0,0,108,100,16.5,3.4,19.3,2.7,False
Jeff Teague,ATL,11/12,12.6,2.4,4.9,0.606,6.0,0,108,102,15.8,1.3,19.1,1.8,False
Tim Duncan,SAS,11/12,15.4,9.0,2.3,0.758,5.9,0,108,99,22.5,3.3,26.2,2.2,False
David West,IND,11/12,12.8,6.6,2.1,0.636,5.9,0,110,102,17.8,1.8,20.9,1.8,False
Steve Nash,PHO,11/12,12.5,3.0,10.7,0.5,5.9,0,115,110,20.3,3.4,19.6,2.7,True
Luol Deng,CHI,11/12,15.3,6.5,2.9,0.758,5.8,0,105,100,14.1,1.7,19.8,2.0,False
DeAndre Jordan,LAC,11/12,7.4,8.3,0.3,0.606,5.6,0,119,102,16.4,0.1,11.9,0.9,False
Brandon Jennings,MIL,11/12,19.1,3.4,5.5,0.47,5.5,0,106,107,18.4,2.7,25.9,2.8,False
Kawhi Leonard,SAS,11/12,7.9,5.1,1.1,0.758,5.5,0,119,101,16.6,3.4,14.5,2.1,False
Kris Humphries,BRK,11/12,13.8,11.0,1.5,0.333,5.3,0,110,106,17.9,-0.9,19.3,0.6,False
Arron Afflalo,DEN,11/12,15.2,3.2,2.4,0.576,5.3,0,116,111,14.7,0.1,19.1,1.1,False
Kyle Korver,CHI,11/12,8.1,2.4,1.7,0.758,5.3,0,120,101,13.6,2.2,15.3,1.6,False
JJ Redick,ORL,11/12,11.6,2.3,2.5,0.561,5.2,0,117,109,15.1,1.0,19.2,1.3,False
José Calderón,TOR,11/12,10.5,3.0,8.8,0.348,5.1,0,116,108,16.7,1.7,16.0,1.7,True
Jared Dudley,PHO,11/12,12.7,4.6,1.7,0.5,5.1,0,115,109,15.4,1.2,17.7,1.7,False
Goran Dragić,HOU,11/12,11.7,2.5,5.3,0.515,5.1,0,111,106,18.0,1.9,21.8,1.7,False
Zaza Pachulia,ATL,11/12,7.8,7.9,1.4,0.606,5.0,0,111,99,14.0,-0.7,14.0,0.5,False
David Lee,GSW,11/12,20.1,9.6,2.8,0.348,5.0,0,108,109,19.7,-0.3,26.0,0.9,False
Rajon Rondo,BOS,11/12,11.9,4.8,11.7,0.591,4.9,0,101,99,17.5,2.2,20.7,2.1,True
Kyle Lowry,HOU,11/12,14.3,4.5,6.6,0.515,4.9,0,111,104,18.8,4.1,22.0,2.3,False
Marvin Williams,ATL,11/12,10.2,5.2,1.2,0.606,4.9,0,113,101,15.8,1.3,18.0,1.2,False
Gordon Hayward,UTA,11/12,11.8,3.5,3.1,0.545,4.9,0,113,109,15.5,1.5,17.8,1.8,False
Wesley Matthews,POR,11/12,13.7,3.4,1.7,0.424,4.8,0,110,108,14.1,0.3,18.7,1.3,False
Nicolas Batum,POR,11/12,13.9,4.6,1.4,0.424,4.8,0,112,107,17.3,2.5,20.5,2.0,False
Brandon Bass,BOS,11/12,12.5,6.2,0.9,0.591,4.7,0,103,99,14.1,-1.0,19.8,0.5,False
