Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
Kemba Walker,CHA,13/14,103,105,16.8,1.7,25.8,2.4
Brandon Bass,BOS,13/14,111,108,15.0,-1.1,18.2,0.5
Martell Webster,WAS,13/14,116,108,11.5,-0.4,14.7,0.9
Boris Diaw,SAS,13/14,109,104,14.1,1.3,17.0,1.6
Samuel Dalembert,DAL,13/14,117,105,16.8,-0.8,14.8,0.5
Tyson Chandler,NYK,13/14,120,106,16.4,0.2,12.9,0.9
Reggie Jackson,OKC,13/14,105,106,15.4,0.1,22.6,1.2
Monta Ellis,DAL,13/14,104,109,16.8,-0.3,26.0,1.3
Joe Johnson,BRK,13/14,110,112,15.5,0.2,22.3,1.4
Mario Chalmers,MIA,13/14,108,106,14.0,0.2,17.4,1.2
Rudy Gay,SACTOR,13/14,104,107,18.3,1.7,27.6,2.4
Mason Plumlee,BRK,13/14,121,104,19.0,1.0,17.1,1.0
Courtney Lee,BOSMEM,13/14,113,107,13.8,0.9,17.0,1.5
Randy Foye,DEN,13/14,110,111,13.3,0.5,18.8,1.6
Timofey Mozgov,DEN,13/14,111,106,16.7,-0.8,18.8,0.5
Luol Deng,CHICLE,13/14,106,107,15.2,0.4,22.3,1.4
Spencer Hawes,CLEPHI,13/14,105,107,15.7,0.6,19.6,1.6
Jodie Meeks,LAL,13/14,112,113,14.7,-0.1,19.1,1.2
Draymond Green,GSW,13/14,102,98,12.7,1.9,14.8,1.8
Shaun Livingston,BRK,13/14,111,108,14.5,0.4,16.1,1.2
Jordan Hill,LAL,13/14,115,108,19.3,-0.5,19.7,0.6
Jeremy Lin,HOU,13/14,109,109,14.3,-0.2,20.4,0.9
Kyle Singler,DET,13/14,117,113,11.8,-1.4,14.0,0.3
Nikola Vučević,ORL,13/14,106,103,18.8,0.1,21.8,1.0
Vince Carter,DAL,13/14,109,110,15.9,1.2,23.1,1.6
Ramon Sessions,CHAMIL,13/14,108,111,16.0,-0.8,22.7,0.7
Tiago Splitter,SAS,13/14,114,102,16.5,0.6,17.7,0.8
Shawn Marion,DAL,13/14,108,108,13.7,0.2,15.7,1.3
Trevor Booker,WAS,13/14,114,104,15.0,-0.1,14.4,0.7
Patrick Beverley,HOU,13/14,115,108,12.4,0.6,14.8,1.2
Terrence Ross,TOR,13/14,107,107,12.0,-0.2,18.6,1.0
Danny Green,SAS,13/14,107,101,13.9,3.2,16.7,2.2
Marcus Morris,PHO,13/14,109,107,14.8,0.5,19.9,1.1
Tobias Harris,ORL,13/14,108,107,16.5,-0.7,22.2,0.6
Eric Bledsoe,PHO,13/14,110,106,19.6,3.1,24.9,1.8
Kris Humphries,BOS,13/14,113,105,18.2,0.9,19.0,1.0
Ray Allen,MIA,13/14,111,109,12.8,-0.4,16.8,0.8
Bradley Beal,WAS,13/14,103,107,14.3,-0.4,24.3,1.0
Miles Plumlee,PHO,13/14,104,104,14.6,-1.3,16.2,0.3
Mike Miller,MEM,13/14,115,109,12.5,0.4,14.7,1.0
Jared Sullinger,BOS,13/14,105,107,16.4,-1.4,24.1,0.3
Brandon Jennings,DET,13/14,106,113,15.6,0.1,23.4,1.4
Patrick Patterson,SACTOR,13/14,109,105,14.6,0.5,17.2,1.0
Amar'e Stoudemire,NYK,13/14,112,110,18.8,-1.6,23.4,0.2
Kirk Hinrich,CHI,13/14,100,102,10.8,-1.0,17.3,0.6
J.R. Smith,NYK,13/14,106,111,13.9,-0.2,21.6,1.1
Andray Blatche,BRK,13/14,104,105,18.8,0.0,25.6,0.8
Gordon Hayward,UTA,13/14,104,111,16.2,0.8,23.1,2.0
Gerald Henderson,CHA,13/14,101,106,13.1,-1.5,22.1,0.3
Nick Collison,OKC,13/14,117,106,11.8,-0.9,11.6,0.4
Greivis Vásquez,SACTOR,13/14,108,110,14.1,-0.4,21.1,0.7
Elton Brand,ATL,13/14,110,103,14.0,-0.8,13.9,0.4
Thaddeus Young,PHI,13/14,101,108,16.6,-0.1,24.1,1.3
Kosta Koufos,MEM,13/14,106,101,16.5,-1.5,19.4,0.2
Matt Barnes,LAC,13/14,107,106,12.0,-0.2,16.6,0.8
Carlos Boozer,CHI,13/14,95,98,14.4,-2.1,26.3,-0.1
Pablo Prigioni,NYK,13/14,127,110,13.0,0.5,9.3,0.8
DeJuan Blair,DAL,13/14,110,105,17.3,-1.1,19.6,0.3
Ian Mahinmi,IND,13/14,105,97,10.2,-1.3,11.4,0.2
J.J. Hickson,DEN,13/14,103,106,16.2,-0.9,20.8,0.5
Jeff Green,BOS,13/14,102,109,13.1,-1.5,23.6,0.3
Jeremy Lamb,OKC,13/14,106,105,13.4,0.1,20.1,0.8
John Henson,MIL,13/14,106,108,17.9,-0.5,20.3,0.7
C.J. Watson,IND,13/14,107,100,13.0,1.3,16.6,1.0
Bismack Biyombo,CHA,13/14,115,99,13.3,-1.2,9.6,0.2
Harrison Barnes,GSW,13/14,100,105,9.8,-1.6,16.8,0.2
Nenê,WAS,13/14,102,103,16.6,0.3,24.0,0.9
Alec Burks,UTA,13/14,106,113,15.8,-0.8,23.9,0.7
Anthony Tolliver,CHA,13/14,118,107,11.0,0.0,12.4,0.6
Tim Hardaway Jr.,NYK,13/14,112,114,12.7,-1.8,19.6,0.1
Michael Kidd-Gilchrist,CHA,13/14,104,103,12.0,-2.1,15.2,0.0
Tyreke Evans,NOP,13/14,103,110,18.4,0.6,27.1,1.3
Derek Fisher,OKC,13/14,110,106,10.1,-0.6,13.7,0.5
Al-Farouq Aminu,NOP,13/14,105,108,13.2,-0.6,14.3,0.7
Wilson Chandler,DEN,13/14,107,110,12.4,-0.8,19.5,0.6
Tyler Hansbrough,TOR,13/14,116,104,14.2,-1.9,15.1,0.0
Thabo Sefolosha,OKC,13/14,106,104,10.4,0.3,11.9,0.9
JJ Redick,LAC,13/14,117,109,16.6,1.7,21.8,0.9
James Johnson,MEM,13/14,110,101,18.5,4.5,20.0,1.6
Pau Gasol,LAL,13/14,102,108,19.3,1.2,26.4,1.5
Marvin Williams,UTA,13/14,110,110,14.0,0.0,16.7,0.9
Kelly Olynyk,BOS,13/14,107,107,15.2,-1.2,21.0,0.3
Dante Cunningham,MIN,13/14,104,105,12.6,-0.8,15.1,0.5
Cory Joseph,SAS,13/14,115,104,14.7,0.9,16.9,0.7
Steven Adams,OKC,13/14,108,102,11.2,-2.2,11.7,-0.1
Jordan Crawford,BOSGSW,13/14,104,109,14.3,-0.6,23.7,0.6
Jeremy Evans,UTA,13/14,114,109,16.2,-0.9,15.3,0.3
Al Horford,ATL,13/14,109,104,22.0,3.0,24.7,1.2
Jameer Nelson,ORL,13/14,104,111,13.9,-1.1,20.1,0.5
Brandon Knight,MIL,13/14,104,114,16.5,-0.5,26.8,0.9
Maurice Harkless,ORL,13/14,102,106,11.8,-0.4,14.8,0.8
Mirza Teletović,BRK,13/14,108,109,14.3,-0.2,20.5,0.6
Khris Middleton,MIL,13/14,105,113,12.5,-2.3,19.1,-0.2
Jermaine O'Neal,GSW,13/14,111,102,15.3,-1.4,17.8,0.1
Jeff Adrien,CHAMIL,13/14,114,106,17.4,-0.9,17.3,0.3
Richard Jefferson,UTA,13/14,109,114,11.8,-1.4,16.9,0.3
Tony Allen,MEM,13/14,102,101,15.6,1.0,20.1,1.0
Jason Thompson,SAC,13/14,103,108,11.1,-3.2,14.4,-0.6
Cody Zeller,CHA,13/14,101,102,13.1,-2.0,18.9,0.0
Lou Williams,ATL,13/14,107,109,14.2,-0.8,20.9,0.5
Tyler Zeller,CLE,13/14,112,107,15.4,-2.2,17.1,-0.1
Mike Scott,ATL,13/14,105,108,15.3,-1.6,23.5,0.1
Ed Davis,MEM,13/14,110,103,15.9,-1.2,17.8,0.2
Derrick Williams,MINSAC,13/14,105,109,11.5,-2.1,16.2,0.0
Nick Young,LAL,13/14,107,114,16.0,-0.5,26.8,0.7
Eric Gordon,NOP,13/14,105,113,14.9,-0.5,23.2,0.8
C.J. Miles,CLE,13/14,111,107,16.0,2.4,22.0,1.1
Kyle O'Quinn,ORL,13/14,102,101,16.5,-0.3,18.6,0.5
Luis Scola,IND,13/14,96,99,13.4,-2.5,23.8,-0.2
Ömer Aşık,HOU,13/14,109,103,14.0,-1.5,13.8,0.1
Jared Dudley,LAC,13/14,107,109,8.9,-1.5,13.5,0.2
Omri Casspi,HOU,13/14,105,106,12.9,-0.3,18.3,0.5
Jerryd Bayless,BOSMEM,13/14,103,109,12.0,-1.8,20.1,0.1
Jeff Ayres,SAS,13/14,110,103,11.1,-2.1,12.4,0.0
James Harden,HOU,17/18,120,105,29.8,9.9,36.1,7.7
Karl-Anthony Towns,MIN,17/18,127,107,24.9,5.1,22.9,5.2
LeBron James,CLE,17/18,118,109,28.6,8.7,31.6,8.2
Anthony Davis,NOP,17/18,119,102,28.9,6.7,30.0,5.9
Damian Lillard,POR,17/18,120,109,25.2,7.2,30.6,6.3
Giannis Antetokounmpo,MIL,17/18,116,106,27.3,6.2,31.2,5.7
LaMarcus Aldridge,SAS,17/18,118,105,25.0,3.9,29.1,3.7
Nikola Jokić,DEN,17/18,121,107,24.4,6.9,24.2,5.5
Kevin Durant,GSW,17/18,119,107,26.0,7.3,30.4,5.5
Andre Drummond,DET,17/18,113,99,22.9,3.2,21.2,3.4
Clint Capela,HOU,17/18,126,101,24.5,3.4,19.4,2.8
Chris Paul,HOU,17/18,126,105,24.4,7.1,24.5,4.2
Kyle Lowry,TOR,17/18,120,107,19.5,5.2,21.7,4.5
Russell Westbrook,OKC,17/18,109,104,24.7,6.3,34.1,6.1
Steven Adams,OKC,17/18,125,107,20.6,1.1,16.7,2.0
DeMar DeRozan,TOR,17/18,114,109,21.0,2.8,29.6,3.2
DeAndre Jordan,LAC,17/18,125,105,20.2,1.4,15.2,2.1
Ben Simmons,PHI,17/18,111,102,20.0,4.5,22.3,4.5
Stephen Curry,GSW,17/18,125,108,28.2,7.7,31.0,4.0
Jimmy Butler,MIN,17/18,122,110,23.7,5.8,24.9,4.2
Kyrie Irving,BOS,17/18,118,106,25.0,7.3,31.0,4.5
Paul George,OKC,17/18,112,106,18.7,2.9,25.7,3.6
Kemba Walker,CHO,17/18,115,111,20.6,4.0,27.4,4.2
Victor Oladipo,IND,17/18,110,104,23.1,5.8,30.1,5.0
Otto Porter Jr.,WAS,17/18,120,107,18.3,3.5,18.4,3.4
Rudy Gobert,UTA,17/18,122,99,20.7,3.4,16.9,2.5
Derrick Favors,UTA,17/18,119,104,18.8,1.5,18.5,1.9
Al Horford,BOS,17/18,115,103,17.6,4.4,18.4,3.7
Darren Collison,IND,17/18,126,110,18.8,2.7,17.4,2.4
Joe Ingles,UTA,17/18,115,106,14.4,2.3,15.9,2.8
Jonas Valančiūnas,TOR,17/18,120,103,22.5,2.4,22.7,1.9
Enes Freedom,NYK,17/18,122,108,24.0,2.2,21.8,1.9
Taj Gibson,MIN,17/18,123,112,15.4,-0.5,14.7,1.0
Jrue Holiday,NOP,17/18,110,109,17.8,1.6,23.1,2.7
Jayson Tatum,BOS,17/18,111,103,15.2,1.2,19.4,2.0
Bradley Beal,WAS,17/18,109,110,18.4,2.2,27.6,3.1
Khris Middleton,MIL,17/18,111,111,17.4,0.0,24.6,1.5
Dwight Howard,CHO,17/18,108,104,20.5,-0.1,24.2,1.2
Lou Williams,LAC,17/18,112,113,20.2,2.3,29.8,2.8
Tobias Harris,DETLAC,17/18,112,110,17.1,1.9,23.3,2.6
Dwight Powell,DAL,17/18,129,107,18.8,1.6,15.5,1.5
JJ Redick,PHI,17/18,119,110,15.9,1.1,21.7,1.7
Julius Randle,LAL,17/18,112,107,19.9,0.6,25.3,1.4
Dario Šarić,PHI,17/18,113,107,15.8,1.3,20.9,1.9
CJ McCollum,POR,17/18,108,109,16.9,1.2,26.5,2.4
Kevin Love,CLE,17/18,120,109,22.4,3.3,25.1,2.2
Kyle Anderson,SAS,17/18,114,101,15.9,2.9,13.5,2.4
Will Barton,DEN,17/18,113,112,16.2,1.1,20.7,2.1
Joel Embiid,PHI,17/18,106,100,22.9,3.3,33.4,2.6
Robert Covington,PHI,17/18,107,103,12.9,1.5,17.2,2.3
Draymond Green,GSW,17/18,110,105,16.1,2.8,17.2,2.8
Pau Gasol,SAS,17/18,112,102,18.9,3.4,20.4,2.5
Larry Nance Jr.,CLELAL,17/18,125,104,20.2,2.4,15.9,1.6
Spencer Dinwiddie,BRK,17/18,114,112,15.9,0.6,20.3,1.5
Eric Bledsoe,MILPHO,17/18,109,108,19.7,2.5,26.1,2.6
Terry Rozier,BOS,17/18,109,104,15.1,2.1,20.4,2.1
Jakob Poeltl,TOR,17/18,122,104,17.5,0.4,14.8,0.9
Jamal Murray,DEN,17/18,112,113,16.1,-0.3,22.8,1.1
Montrezl Harrell,LAC,17/18,124,109,24.7,3.3,23.8,1.7
Kelly Olynyk,MIA,17/18,112,105,17.8,2.3,21.7,1.9
Thaddeus Young,IND,17/18,108,107,14.8,0.2,17.3,1.4
Gary Harris,DEN,17/18,115,112,16.5,0.8,20.8,1.7
John Collins,ATL,17/18,117,108,18.3,-0.2,17.9,0.8
Bojan Bogdanović,IND,17/18,114,112,13.9,-0.7,19.0,0.8
Josh Richardson,MIA,17/18,106,106,13.6,0.7,18.2,1.8
Jerami Grant,OKC,17/18,122,108,16.2,0.3,16.0,1.0
Trevor Ariza,HOU,17/18,114,107,11.8,0.7,14.4,1.5
Anthony Tolliver,DET,17/18,126,110,13.9,0.9,14.8,1.3
Hassan Whiteside,MIA,17/18,111,99,24.1,2.6,24.7,1.6
Kentavious Caldwell-Pope,LAL,17/18,111,108,13.2,0.3,16.9,1.4
Goran Dragić,MIA,17/18,108,109,16.6,0.3,25.7,1.4
Ricky Rubio,UTA,17/18,105,103,15.4,0.7,22.9,1.6
Donovan Mitchell,UTA,17/18,103,105,16.7,1.2,29.1,2.2
Serge Ibaka,TOR,17/18,109,105,14.7,-0.1,19.4,1.0
Ed Davis,POR,17/18,121,103,15.5,-0.6,12.1,0.5
Marvin Williams,CHO,17/18,118,109,13.9,1.0,14.8,1.5
Tomáš Satoranský,WAS,17/18,124,111,15.4,1.2,13.7,1.3
James Johnson,MIA,17/18,109,105,15.8,1.6,19.1,1.7
Blake Griffin,DETLAC,17/18,109,110,19.6,3.4,28.9,2.7
Jeremy Lamb,CHO,17/18,112,109,17.0,1.6,22.4,1.8
John Henson,MIL,17/18,115,108,15.7,-0.9,15.0,0.5
Klay Thompson,GSW,17/18,110,111,16.0,-0.4,23.7,1.0
Marcin Gortat,WAS,17/18,112,107,14.7,-0.6,15.5,0.8
Jeff Teague,MIN,17/18,111,112,16.4,0.4,20.6,1.4
Kyle O'Quinn,NYK,17/18,118,105,20.0,3.1,17.0,1.8
Dirk Nowitzki,DAL,17/18,112,108,16.7,2.3,20.5,2.1
Ryan Anderson,HOU,17/18,121,109,12.6,0.1,14.4,0.9
Domantas Sabonis,IND,17/18,110,107,17.5,-1.1,22.1,0.4
Fred VanVleet,TOR,17/18,115,106,15.9,2.4,19.1,1.7
Eric Gordon,HOU,17/18,110,110,15.2,0.4,24.7,1.3
DeMarcus Cousins,NOP,17/18,104,102,22.6,4.7,31.9,2.9
Jusuf Nurkić,POR,17/18,102,101,19.2,0.0,26.4,1.1
Myles Turner,IND,17/18,110,106,16.6,-0.2,20.0,0.8
Pascal Siakam,TOR,17/18,113,105,14.5,1.3,15.7,1.4
Delon Wright,TOR,17/18,116,105,16.5,3.3,17.2,1.9
Jaylen Brown,BOS,17/18,105,105,13.6,-0.5,21.4,0.8
Alex Len,PHO,17/18,121,110,19.4,0.3,17.0,0.8
Wayne Ellington,MIA,17/18,113,110,12.5,0.4,17.3,1.2
E'Twaun Moore,NOP,17/18,111,112,12.1,-1.6,16.1,0.3
Ish Smith,DET,17/18,109,109,15.4,0.0,20.8,1.0
Tyreke Evans,MEM,17/18,111,111,21.1,4.5,28.4,2.6
Jarrett Allen,BRK,17/18,119,108,17.5,-0.8,16.3,0.5
Reggie Bullock,DET,17/18,118,110,13.6,0.7,15.7,1.2
Bam Adebayo,MIA,17/18,116,105,15.7,-0.4,15.9,0.6
Al-Farouq Aminu,POR,17/18,105,104,12.0,0.4,14.8,1.3
Tyler Johnson,MIA,17/18,109,108,13.0,-0.3,18.6,0.9
Rondae Hollis-Jefferson,BRK,17/18,108,109,16.9,0.1,22.2,1.0
DeMarre Carroll,BRK,17/18,109,110,14.3,0.2,19.8,1.2
Amir Johnson,PHI,17/18,121,103,14.9,1.0,12.8,0.9
Patty Mills,SAS,17/18,109,109,11.8,-1.0,17.8,0.5
D.J. Augustin,ORL,17/18,116,114,15.4,-0.2,18.6,0.8
Ersan İlyasova,ATLPHI,17/18,111,108,14.9,-0.6,18.7,0.6
Marc Gasol,MEM,17/18,104,108,17.4,2.3,25.6,2.7
Joe Harris,BRK,17/18,116,113,13.3,0.1,16.6,1.0
Nikola Mirotić,CHINOP,17/18,111,107,18.7,2.2,23.4,1.6
Courtney Lee,NYK,17/18,112,113,13.0,-0.3,16.9,1.0
Jeff Green,CLE,17/18,115,114,14.8,-1.8,19.3,0.1
P.J. Tucker,HOU,17/18,107,106,8.3,-1.1,10.5,0.5
Willie Cauley-Stein,SAC,17/18,106,108,17.6,-0.1,21.8,1.0
Trey Lyles,DEN,17/18,116,110,17.9,1.3,21.1,1.1
Kosta Koufos,SAC,17/18,117,108,17.5,-0.4,15.2,0.6
Harrison Barnes,DAL,17/18,105,111,15.8,-0.5,25.2,1.0
Kyle Kuzma,LAL,17/18,105,109,14.2,-0.7,22.5,0.8
T.J. McConnell,PHI,17/18,109,105,12.5,0.0,13.8,0.9
Brook Lopez,LAL,17/18,108,108,16.5,0.9,23.5,1.3
Marco Belinelli,ATLPHI,17/18,110,112,14.1,-0.5,20.7,0.8
Kelly Oubre Jr.,WAS,17/18,106,109,11.9,-1.7,19.4,0.2
Carmelo Anthony,OKC,17/18,104,109,12.7,-1.9,23.2,0.0
Dewayne Dedmon,ATL,17/18,111,107,15.8,0.1,17.0,0.8
Frank Kaminsky,CHO,17/18,110,111,14.4,-0.2,20.5,0.8
Mason Plumlee,DEN,17/18,112,107,16.9,0.5,16.6,0.9
Tyus Jones,MIN,17/18,119,110,14.1,0.8,12.7,1.1
Rajon Rondo,NOP,17/18,109,109,15.3,-0.3,16.9,0.7
Nikola Vučević,ORL,17/18,105,106,19.7,2.7,25.9,2.0
David West,GSW,17/18,113,103,20.9,3.1,21.7,1.3
Nicolas Batum,CHO,17/18,107,110,14.4,0.4,18.3,1.2
Daniel Theis,BOS,17/18,117,100,16.1,0.3,15.5,0.5
Bobby Portis,CHI,17/18,108,110,19.7,0.8,26.0,1.2
T.J. Warren,PHO,17/18,109,114,17.6,-0.7,24.9,0.7
Kyle Korver,CLE,17/18,120,114,13.4,0.2,16.0,0.9
Jonas Jerebko,UTA,17/18,118,106,13.2,0.1,15.6,0.6
Josh Hart,LAL,17/18,116,109,12.2,-0.1,13.5,0.7
Greg Monroe,BOSMILPHO,17/18,112,105,21.2,2.2,22.4,1.1
Evan Fournier,ORL,17/18,110,113,15.5,-0.6,23.3,0.7
Jerian Grant,CHI,17/18,112,112,14.3,-1.3,17.4,0.3
Lauri Markkanen,CHI,17/18,107,110,15.6,-0.2,21.9,0.9
Markieff Morris,WAS,17/18,105,108,13.2,-1.3,19.5,0.4
Zaza Pachulia,GSW,17/18,117,105,17.0,0.0,17.0,0.5
J.J. Barea,DAL,17/18,109,112,17.8,1.2,24.9,1.3
Wilson Chandler,DEN,17/18,110,113,10.9,-2.1,14.3,-0.1
Michael Kidd-Gilchrist,CHO,17/18,110,110,12.5,-2.1,16.1,-0.1
Marcus Morris,BOS,17/18,106,105,14.5,-0.1,23.0,0.7
Shabazz Napier,POR,17/18,107,106,14.2,0.7,19.5,1.0
Maurice Harkless,POR,17/18,117,106,12.6,1.4,12.6,1.1
George Hill,CLESAC,17/18,113,113,13.3,-0.8,16.3,0.6
Allen Crabbe,BRK,17/18,108,112,12.3,-0.7,19.0,0.7
Kristaps Porziņģis,NYK,17/18,105,108,20.4,1.8,31.0,1.5
Andre Iguodala,GSW,17/18,113,109,11.2,-0.3,11.5,0.7
Dejounte Murray,SAS,17/18,99,101,15.1,0.5,20.7,1.1
Ekpe Udoh,UTA,17/18,126,98,15.2,3.1,9.1,1.1
Rudy Gay,SAS,17/18,106,103,18.0,0.8,24.6,0.9
Cory Joseph,IND,17/18,106,110,11.0,-1.5,14.8,0.3
James Ennis III,DETMEM,17/18,115,112,11.6,-1.2,13.7,0.3
Dāvis Bertāns,SAS,17/18,115,106,14.1,1.6,17.4,1.0
Yogi Ferrell,DAL,17/18,107,112,11.4,-1.4,17.0,0.4
Jordan Clarkson,CLELAL,17/18,106,112,16.4,0.1,26.5,1.0
Darius Miller,NOP,17/18,115,113,9.3,-1.9,12.8,0.1
OG Anunoby,TOR,17/18,113,108,10.0,-0.6,12.4,0.5
Aron Baynes,BOS,17/18,103,103,12.0,-2.9,16.8,-0.3
Trevor Booker,BRKINDPHI,17/18,114,108,14.9,-0.6,16.6,0.4
Bismack Biyombo,ORL,17/18,108,107,14.1,-2.4,14.9,-0.2
Jordan Bell,GSW,17/18,121,103,18.0,2.8,13.9,1.0
Gorgui Dieng,MIN,17/18,112,109,14.7,-1.0,16.3,0.3
Tyler Zeller,BRKMIL,17/18,118,111,16.0,-1.4,16.4,0.2
Danny Green,SAS,17/18,100,104,11.3,0.4,16.6,1.1
Bogdan Bogdanović,SAC,17/18,107,113,13.5,-1.5,19.6,0.3
Aaron Gordon,ORL,17/18,103,109,16.5,0.3,24.7,1.1
C.J. Miles,TOR,17/18,109,108,13.0,0.3,22.3,0.8
Richaun Holmes,PHI,17/18,121,103,17.4,1.1,16.6,0.6
Maxi Kleber,DAL,17/18,117,109,13.4,-0.5,13.7,0.5
Elfrid Payton,ORLPHO,17/18,105,111,16.5,-0.2,21.9,0.8
Luc Mbah a Moute,HOU,17/18,107,106,10.3,-0.2,12.8,0.7
Buddy Hield,SAC,17/18,104,111,16.1,1.0,24.3,1.5
Brandon Ingram,LAL,17/18,104,109,13.8,-1.2,22.2,0.4
Nemanja Bjelica,MIN,17/18,114,110,12.6,0.1,14.3,0.7
Kevon Looney,GSW,17/18,121,106,14.8,-0.2,12.5,0.4
Malcolm Brogdon,MIL,17/18,112,113,14.3,-1.2,19.1,0.3
Rodney Hood,CLEUTA,17/18,106,110,14.3,-0.1,24.3,0.8
Deyonta Davis,MEM,17/18,122,110,16.6,-1.5,15.3,0.1
JaVale McGee,GSW,17/18,124,103,22.3,1.5,19.2,0.5
John Wall,WAS,17/18,105,109,19.1,3.0,29.1,1.8
Tyson Chandler,PHO,17/18,123,111,14.2,-1.4,10.6,0.2
Salah Mejri,DAL,17/18,122,102,17.8,0.7,12.8,0.5
Tim Hardaway Jr.,NYK,17/18,106,113,14.4,-0.6,23.8,0.7
Wesley Matthews,DAL,17/18,105,111,11.4,-0.9,17.6,0.6
Thabo Sefolosha,UTA,17/18,113,101,15.8,2.7,16.4,0.9
Justise Winslow,MIA,17/18,101,105,11.5,-1.1,16.3,0.4
Patrick Patterson,OKC,17/18,114,108,10.0,-0.2,10.8,0.6
Jae Crowder,CLEUTA,17/18,105,111,10.4,-2.5,17.3,-0.3
Evan Turner,POR,17/18,103,109,9.8,-2.5,15.6,-0.3
LeBron James,MIA,11/12,118,97,30.7,10.9,32.0,7.6
Chris Paul,LAC,11/12,126,104,27.0,9.2,24.3,6.1
Kevin Durant,OKC,11/12,114,101,26.2,7.0,31.3,5.8
Kevin Love,MIN,11/12,117,104,25.4,5.2,28.8,3.9
Tyson Chandler,NYK,11/12,130,99,18.7,2.3,13.0,2.2
James Harden,OKC,11/12,125,105,21.1,4.3,21.6,3.1
Blake Griffin,LAC,11/12,113,104,23.4,3.7,26.6,3.4
Joakim Noah,CHI,11/12,120,96,19.6,3.8,15.8,2.8
Ryan Anderson,ORL,11/12,124,105,21.2,4.0,21.2,3.0
Pau Gasol,LAL,11/12,112,103,20.4,3.4,22.1,3.3
Marc Gasol,MEM,11/12,111,99,18.4,3.1,19.1,3.1
Andrew Bynum,LAL,11/12,112,100,22.9,2.9,23.8,2.6
Russell Westbrook,OKC,11/12,108,105,22.9,3.0,32.7,3.0
Paul Millsap,UTA,11/12,113,102,21.8,3.9,23.2,3.1
Dwight Howard,ORL,11/12,106,96,24.2,4.3,26.1,3.3
Dwyane Wade,MIA,11/12,112,99,26.3,7.9,31.3,4.0
Carlos Boozer,CHI,11/12,108,95,19.7,2.7,23.8,2.3
Marcin Gortat,PHO,11/12,115,103,21.2,2.2,20.8,2.3
Dirk Nowitzki,DAL,11/12,110,103,21.7,3.7,29.2,3.0
Al Jefferson,UTA,11/12,112,103,22.8,3.7,25.7,3.0
Andre Iguodala,PHI,11/12,108,98,17.6,4.0,17.7,3.3
Tony Parker,SAS,11/12,112,106,22.0,2.7,27.7,2.3
LaMarcus Aldridge,POR,11/12,113,106,22.7,3.0,27.0,2.5
Paul Pierce,BOS,11/12,106,99,19.6,4.2,28.1,3.2
Greg Monroe,DET,11/12,110,102,22.0,2.9,23.6,2.6
Ty Lawson,DEN,11/12,116,108,19.4,3.2,21.2,2.8
Kevin Garnett,BOS,11/12,106,94,20.4,4.3,24.9,2.9
Chris Bosh,MIA,11/12,109,100,18.9,0.8,24.2,1.4
Josh Smith,ATL,11/12,101,96,21.1,3.8,28.4,3.3
Danny Granger,IND,11/12,111,104,18.6,2.9,25.9,2.5
Joe Johnson,ATL,11/12,110,105,18.4,2.1,24.9,2.2
Mike Conley,MEM,11/12,110,102,16.8,2.4,18.3,2.4
Ersan İlyasova,MIL,11/12,118,103,20.5,1.9,20.1,1.6
Thaddeus Young,PHI,11/12,111,100,18.9,2.0,21.5,1.8
Carmelo Anthony,NYK,11/12,106,102,21.1,3.6,31.8,2.7
Serge Ibaka,OKC,11/12,113,98,19.0,2.3,15.7,1.9
Roy Hibbert,IND,11/12,109,101,19.3,1.4,21.1,1.7
Kobe Bryant,LAL,11/12,105,106,21.9,3.3,35.7,2.9
Lou Williams,PHI,11/12,110,102,20.2,4.0,27.4,2.5
Elton Brand,PHI,11/12,108,96,18.0,1.6,18.9,1.6
Rudy Gay,MEM,11/12,104,102,17.8,1.9,25.1,2.4
Derrick Rose,CHI,11/12,112,101,23.0,6.4,30.5,2.9
Paul George,IND,11/12,108,100,16.5,3.4,19.3,2.7
Jeff Teague,ATL,11/12,108,102,15.8,1.3,19.1,1.8
Tim Duncan,SAS,11/12,108,99,22.5,3.3,26.2,2.2
David West,IND,11/12,110,102,17.8,1.8,20.9,1.8
Steve Nash,PHO,11/12,115,110,20.3,3.4,19.6,2.7
Luol Deng,CHI,11/12,105,100,14.1,1.7,19.8,2.0
DeAndre Jordan,LAC,11/12,119,102,16.4,0.1,11.9,0.9
Brandon Jennings,MIL,11/12,106,107,18.4,2.7,25.9,2.8
Kawhi Leonard,SAS,11/12,119,101,16.6,3.4,14.5,2.1
Kris Humphries,NJN,11/12,110,106,17.9,-0.9,19.3,0.6
Arron Afflalo,DEN,11/12,116,111,14.7,0.1,19.1,1.1
Kyle Korver,CHI,11/12,120,101,13.6,2.2,15.3,1.6
JJ Redick,ORL,11/12,117,109,15.1,1.0,19.2,1.3
José Calderón,TOR,11/12,116,108,16.7,1.7,16.0,1.7
Jared Dudley,PHO,11/12,115,109,15.4,1.2,17.7,1.7
Goran Dragić,HOU,11/12,111,106,18.0,1.9,21.8,1.7
Zaza Pachulia,ATL,11/12,111,99,14.0,-0.7,14.0,0.5
David Lee,GSW,11/12,108,109,19.7,-0.3,26.0,0.9
Rajon Rondo,BOS,11/12,101,99,17.5,2.2,20.7,2.1
Kyle Lowry,HOU,11/12,111,104,18.8,4.1,22.0,2.3
