Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
Marvin Williams,ATL,11/12,113,101,15.8,1.3,18.0,1.2
Gordon Hayward,UTA,11/12,113,109,15.5,1.5,17.8,1.8
Gerald Wallace,NJNPOR,11/12,109,106,15.9,1.0,18.6,1.6
Wesley Matthews,POR,11/12,110,108,14.1,0.3,18.7,1.3
Nicolas Batum,POR,11/12,112,107,17.3,2.5,20.5,2.0
Brandon Bass,BOS,11/12,103,99,14.1,-1.0,19.8,0.5
Ray Allen,BOS,11/12,111,101,14.8,2.2,18.6,1.6
Tiago Splitter,SAS,11/12,117,102,20.5,2.0,20.7,1.1
Kenneth Faried,DEN,11/12,123,103,21.9,2.2,18.7,1.1
Danny Green,SAS,11/12,112,103,15.5,3.0,17.6,1.9
Nikola Peković,MIN,11/12,117,107,21.4,1.0,21.9,1.0
Rodney Stuckey,DET,11/12,112,109,17.6,0.6,23.7,1.1
Taj Gibson,CHI,11/12,109,96,16.9,0.8,18.6,0.9
Mike Dunleavy,MIL,11/12,118,108,16.6,1.4,19.0,1.3
Isaiah Thomas,SAC,11/12,116,113,17.6,0.8,19.8,1.2
Matt Barnes,LAL,11/12,112,103,15.5,1.6,16.4,1.3
Mario Chalmers,MIA,11/12,104,101,12.9,0.4,17.4,1.1
Manu Ginóbili,SAS,11/12,125,104,24.1,6.9,22.7,1.8
Jrue Holiday,PHI,11/12,99,101,14.7,0.4,21.8,1.3
DeMarcus Cousins,SAC,11/12,102,104,21.7,-0.8,29.7,0.6
Devin Harris,UTA,11/12,112,109,16.0,0.8,19.5,1.2
Tony Allen,MEM,11/12,106,100,15.7,1.7,18.4,1.4
Amar'e Stoudemire,NYK,11/12,104,101,17.7,-0.3,25.4,0.7
Jodie Meeks,PHI,11/12,111,103,11.5,-0.7,15.2,0.5
Samuel Dalembert,HOU,11/12,108,100,16.9,0.1,16.6,0.7
Deron Williams,NJN,11/12,106,111,20.3,2.3,30.1,2.2
JaVale McGee,DENWAS,11/12,106,101,19.9,0.2,20.7,0.8
Kyrie Irving,CLE,11/12,109,110,21.4,4.1,28.7,2.4
DeJuan Blair,SAS,11/12,108,102,17.6,-0.3,21.7,0.6
George Hill,IND,11/12,117,105,15.7,2.3,17.2,1.4
Amir Johnson,TOR,11/12,109,102,14.4,-0.5,14.3,0.6
Matt Bonner,SAS,11/12,124,106,13.2,2.6,12.8,1.5
Danilo Gallinari,DEN,11/12,114,107,16.5,1.8,20.7,1.3
Jason Thompson,SAC,11/12,115,109,16.4,-0.9,15.5,0.5
Tyler Hansbrough,IND,11/12,108,104,14.7,-1.8,20.9,0.1
Steve Novak,NYK,11/12,129,105,15.9,4.1,16.2,1.6
Ronnie Brewer,CHI,11/12,103,99,12.3,0.7,15.3,1.1
Ed Davis,TOR,11/12,108,101,14.2,-0.3,13.8,0.7
Jason Terry,DAL,11/12,103,106,15.7,1.4,23.3,1.7
Darren Collison,IND,11/12,108,107,13.6,-0.2,17.0,0.9
Marcus Thornton,SAC,11/12,111,112,17.4,1.1,23.4,1.4
Jarrett Jack,NOH,11/12,109,108,17.9,1.6,23.3,1.4
Ramon Sessions,CLELAL,11/12,108,109,16.7,-0.4,21.6,0.7
Channing Frye,PHO,11/12,106,104,14.9,0.9,19.3,1.2
Shawn Marion,DAL,11/12,100,102,15.0,0.5,19.0,1.2
Marcus Camby,HOUPOR,11/12,105,98,16.2,2.2,12.6,1.4
Drew Gooden,MIL,11/12,105,104,18.8,1.0,25.7,1.1
Brandan Wright,DAL,11/12,124,100,21.6,3.7,17.0,1.1
Brandon Rush,GSW,11/12,115,110,15.2,1.7,15.4,1.6
John Wall,WAS,11/12,100,107,17.7,0.7,24.9,1.6
Nick Collison,OKC,11/12,121,105,12.1,0.2,10.0,0.7
Udonis Haslem,MIA,11/12,102,99,10.9,-2.4,13.5,-0.2
Jameer Nelson,ORL,11/12,106,107,14.6,-0.1,21.4,0.8
O.J. Mayo,MEM,11/12,101,103,14.7,0.8,23.9,1.3
Dante Cunningham,MEM,11/12,115,101,14.9,0.8,13.6,0.8
Luis Scola,HOU,11/12,102,107,15.4,-1.9,24.8,0.0
Joel Anthony,MIA,11/12,113,100,10.3,-0.5,7.8,0.5
Ian Mahinmi,DAL,11/12,113,101,13.5,-2.3,14.4,-0.1
Dorell Wright,GSW,11/12,111,109,15.0,0.9,17.3,1.2
Chandler Parsons,HOU,11/12,105,105,13.3,0.8,16.7,1.3
Landry Fields,NYK,11/12,100,102,12.0,0.0,16.0,1.0
Jonas Jerebko,DET,11/12,109,106,14.2,-1.5,18.1,0.2
Kevin Martin,HOU,11/12,111,109,16.5,1.3,24.7,1.0
Luke Ridnour,MIN,11/12,109,109,13.6,-0.5,17.8,0.7
Shane Battier,MIA,11/12,108,102,9.7,0.9,10.7,1.1
Al Harrington,DEN,11/12,103,105,15.3,-0.4,24.4,0.7
Gustavo Ayón,NOH,11/12,111,100,16.7,2.5,14.5,1.2
Randy Foye,LAC,11/12,108,109,13.5,0.2,20.7,0.9
Courtney Lee,HOU,11/12,106,107,12.6,0.0,17.6,0.9
Antawn Jamison,CLE,11/12,103,109,16.1,-0.3,26.2,0.9
Richard Jefferson,GSWSAS,11/12,109,108,11.1,-0.5,15.1,0.6
Derrick Favors,UTA,11/12,104,103,17.1,-1.1,20.7,0.3
Chase Budinger,HOU,11/12,110,107,14.9,1.2,19.5,1.0
Jason Kidd,DAL,11/12,103,101,13.1,1.6,12.7,1.2
Trevor Booker,WAS,11/12,109,104,15.4,-0.8,15.6,0.4
Andre Miller,DEN,11/12,104,108,14.8,-0.3,19.8,0.7
Spencer Hawes,PHI,11/12,105,97,18.1,1.5,20.3,0.8
Marco Belinelli,NOH,11/12,105,109,11.9,-1.2,19.5,0.4
Vince Carter,DAL,11/12,102,103,13.6,0.1,20.4,0.8
Carl Landry,NOH,11/12,111,107,18.2,-0.2,24.0,0.4
Mo Williams,LAC,11/12,107,109,15.0,0.2,22.9,0.8
Jason Richardson,ORL,11/12,103,105,13.3,0.7,20.2,1.1
Nate Robinson,GSW,11/12,110,110,18.0,0.4,23.6,0.7
Jeremy Lin,NYK,11/12,104,101,19.9,3.8,28.1,1.4
Brendan Haywood,DAL,11/12,107,101,12.9,-1.9,12.8,0.0
Greg Stiemsma,BOS,11/12,107,90,13.6,1.4,10.8,0.7
Nenê,DENWAS,11/12,105,103,18.6,1.4,22.6,0.9
Kosta Koufos,DEN,11/12,120,102,17.3,0.9,14.0,0.6
Marreese Speights,MEM,11/12,102,102,14.1,-3.0,20.5,-0.4
Tyreke Evans,SAC,11/12,103,111,16.4,-0.6,23.8,0.8
C.J. Watson,CHI,11/12,101,101,13.3,-0.3,22.8,0.5
Metta World Peace,LAL,11/12,102,105,11.0,-0.7,15.6,0.6
Ömer Aşık,CHI,11/12,97,92,13.4,-0.7,12.6,0.3
Monta Ellis,GSWMIL,11/12,101,109,17.5,-0.3,28.7,0.9
James Johnson,TOR,11/12,97,100,14.5,1.5,20.2,1.3
Gary Neal,SAS,11/12,107,107,14.2,-0.1,21.7,0.6
DeMar DeRozan,TOR,11/12,100,108,12.8,-2.7,25.0,-0.4
J.R. Smith,NYK,11/12,104,100,15.2,2.1,22.0,1.0
Iman Shumpert,NYK,11/12,96,101,10.8,-1.4,18.2,0.2
Avery Bradley,BOS,11/12,100,102,11.3,-1.7,17.9,0.1
Evan Turner,PHI,11/12,93,99,12.6,-1.3,20.3,0.3
Alonzo Gee,CLE,11/12,102,108,13.2,-1.4,18.7,0.3
Carlos Delfino,MIL,11/12,102,104,11.7,-0.1,15.5,0.8
Luc Mbah a Moute,MIL,11/12,109,104,13.9,-1.1,15.1,0.2
Willie Green,ATL,11/12,110,105,13.9,-0.5,19.5,0.3
Kevin Séraphin,WAS,11/12,105,105,15.8,-1.7,18.2,0.1
Jamal Crawford,POR,11/12,102,109,15.7,-0.2,26.6,0.7
Caron Butler,LAC,11/12,102,108,11.7,-2.0,20.4,0.0
Greivis Vásquez,NOH,11/12,101,107,14.2,-1.1,20.0,0.4
Corey Brewer,DEN,11/12,104,106,13.7,-0.1,20.0,0.6
Derrick Brown,CHA,11/12,110,111,14.7,-1.5,16.8,0.2
Andrea Bargnani,TOR,11/12,104,106,17.9,1.1,28.7,0.8
Trevor Ariza,NOH,11/12,100,103,14.2,1.3,18.4,1.1
Rodrigue Beaubois,DAL,11/12,100,101,15.3,1.3,22.0,1.0
Ivan Johnson,ATL,11/12,101,98,14.3,-2.2,19.5,0.0
Stephen Curry,GSW,11/12,112,108,21.2,4.3,24.0,1.2
Jason Smith,NOH,11/12,107,105,16.6,-0.4,20.4,0.4
Delonte West,DAL,11/12,102,103,15.3,1.0,20.4,0.8
John Lucas III,CHI,11/12,107,102,16.3,2.9,26.0,0.9
Anderson Varejão,CLE,11/12,110,103,18.9,1.1,16.9,0.6
Robin Lopez,PHO,11/12,108,105,15.2,-2.2,18.9,0.0
Tayshaun Prince,DET,11/12,101,109,12.8,-1.5,20.4,0.3
Shelden Williams,NJN,11/12,107,106,11.9,-3.3,11.2,-0.4
Ekpe Udoh,GSWMIL,11/12,104,105,12.5,-1.5,14.0,0.2
Hedo Türkoğlu,ORL,11/12,99,106,11.7,-0.9,19.5,0.5
Zach Randolph,MEM,11/12,106,101,17.9,0.3,22.4,0.4
Jerryd Bayless,TOR,11/12,110,106,17.7,1.7,24.6,0.6
Kendrick Perkins,OKC,11/12,96,103,8.7,-2.1,11.1,0.0
Ricky Rubio,MIN,11/12,99,104,14.6,1.0,18.7,1.1
Dahntay Jones,IND,11/12,107,106,10.3,-1.9,16.0,0.0
Nick Young,LACWAS,11/12,102,110,12.9,-2.4,24.5,-0.2
Chris Andersen,DEN,11/12,119,99,18.9,2.3,14.8,0.5
Nikola Vučević,PHI,11/12,99,97,14.3,-2.2,19.6,0.0
Thabo Sefolosha,OKC,11/12,109,104,9.8,0.4,10.6,0.6
Jordan Farmar,NJN,11/12,111,113,17.4,0.4,22.6,0.5
Kirk Hinrich,ATL,11/12,100,104,9.2,-2.1,13.9,-0.1
Mike Miller,MIA,11/12,108,103,11.4,0.1,14.9,0.4
Derrick Williams,MIN,11/12,100,106,12.9,-2.1,20.7,0.0
James Harden,HOU,19/20,120,108,29.1,9.6,36.3,7.3
Damian Lillard,POR,19/20,126,117,26.9,7.5,30.3,5.9
Giannis Antetokounmpo,MIL,19/20,116,97,31.9,11.5,37.5,6.6
Anthony Davis,LAL,19/20,121,102,27.4,8.0,29.3,5.4
Rudy Gobert,UTA,19/20,130,104,21.7,3.6,16.2,3.3
Nikola Jokić,DEN,19/20,119,108,24.9,7.4,26.6,5.5
LeBron James,LAL,19/20,116,106,25.5,8.4,31.5,6.1
Jimmy Butler,MIA,19/20,123,108,23.6,5.4,25.1,3.7
Chris Paul,OKC,19/20,120,108,21.7,4.4,23.3,3.5
Luka Dončić,DAL,19/20,116,110,27.6,8.4,36.8,5.4
Kawhi Leonard,LAC,19/20,117,104,26.9,8.9,33.0,5.1
Hassan Whiteside,POR,19/20,125,107,25.0,3.2,19.6,2.6
Bam Adebayo,MIA,19/20,116,106,20.3,3.4,21.2,3.3
Jarrett Allen,BRK,19/20,132,106,20.7,2.3,14.9,2.0
Khris Middleton,MIL,19/20,118,104,21.1,4.1,26.4,2.9
Domantas Sabonis,IND,19/20,115,106,20.7,3.2,23.3,2.9
Devin Booker,PHO,19/20,115,114,20.6,2.2,30.0,2.6
Kyle Lowry,TOR,19/20,116,106,17.7,3.2,23.1,2.8
DeMar DeRozan,SAS,19/20,118,115,21.6,1.9,26.3,2.3
Jonas Valančiūnas,MEM,19/20,120,107,22.2,2.4,21.5,2.0
Montrezl Harrell,LAC,19/20,119,107,23.2,2.9,25.7,2.2
Ben Simmons,PHI,19/20,116,106,20.4,3.6,20.9,2.8
Jayson Tatum,BOS,19/20,111,106,20.4,4.0,28.6,3.4
Mitchell Robinson,NYK,19/20,144,107,23.5,2.9,13.3,1.8
Ivica Zubac,LAC,19/20,134,105,21.7,2.8,16.4,1.6
Daniel Theis,BOS,19/20,130,105,17.9,2.4,14.4,1.7
T.J. Warren,IND,19/20,116,110,18.4,1.1,23.3,1.7
Steven Adams,OKC,19/20,122,106,20.5,2.9,17.3,2.1
Nikola Vučević,ORL,19/20,114,107,21.9,4.2,25.8,3.1
Danilo Gallinari,OKC,19/20,120,111,19.5,3.3,24.6,2.4
Tobias Harris,PHI,19/20,113,110,17.2,0.8,23.9,1.8
Shai Gilgeous-Alexander,OKC,19/20,111,109,17.7,1.7,23.7,2.2
Joel Embiid,PHI,19/20,113,104,25.8,4.7,32.9,2.5
Kemba Walker,BOS,19/20,116,110,20.0,4.6,27.2,2.9
Trae Young,ATL,19/20,114,117,23.9,3.9,34.9,3.1
Fred VanVleet,TOR,19/20,113,106,16.3,2.7,21.7,2.3
OG Anunoby,TOR,19/20,114,104,13.2,1.2,14.3,1.7
Gordon Hayward,BOS,19/20,118,109,18.1,2.7,21.1,2.0
George Hill,MIL,19/20,131,106,16.9,2.9,15.5,1.6
Brook Lopez,MIL,19/20,109,100,15.0,2.0,18.3,1.9
Donovan Mitchell,UTA,19/20,110,111,18.8,1.9,30.8,2.3
Pascal Siakam,TOR,19/20,107,105,17.9,1.8,28.1,2.0
Eric Bledsoe,MIL,19/20,112,104,17.6,1.8,23.7,1.6
Al Horford,PHI,19/20,115,109,15.7,2.2,17.5,2.2
Dwight Howard,LAL,19/20,125,103,18.7,0.2,14.7,0.7
Nemanja Bjelica,SAC,19/20,119,111,15.7,1.8,17.0,1.9
Duncan Robinson,MIA,19/20,122,113,13.1,0.5,16.0,1.3
Kristaps Porziņģis,DAL,19/20,111,107,20.2,1.9,27.0,1.8
DeAndre Jordan,BRK,19/20,129,104,19.9,3.0,14.1,1.5
Christian Wood,DET,19/20,123,110,23.2,3.1,23.0,1.7
Brandon Ingram,NOP,19/20,112,112,18.8,2.1,28.1,2.2
Bradley Beal,WAS,19/20,113,117,23.2,2.9,34.4,2.5
Karl-Anthony Towns,MIN,19/20,121,110,26.5,7.8,28.8,2.9
Brandon Clarke,MEM,19/20,127,109,20.9,3.1,18.7,1.7
Jaylen Brown,BOS,19/20,110,108,16.9,0.8,24.7,1.4
John Collins,ATL,19/20,124,112,23.5,3.1,22.7,1.7
Ricky Rubio,PHO,19/20,113,111,16.5,1.0,20.4,1.5
Nerlens Noel,OKC,19/20,127,102,20.4,3.1,14.9,1.5
Clint Capela,HOU,19/20,124,105,20.6,1.4,16.1,1.1
Richaun Holmes,SAC,19/20,131,109,19.7,1.0,15.6,0.9
Dorian Finney-Smith,DAL,19/20,122,113,12.3,-0.2,12.9,0.9
Maxi Kleber,DAL,19/20,122,112,13.6,0.4,13.9,1.1
Mikal Bridges,PHO,19/20,119,110,12.9,0.8,12.7,1.5
Spencer Dinwiddie,BRK,19/20,111,113,17.8,1.8,29.2,1.9
Joe Ingles,UTA,19/20,115,111,12.6,0.7,15.1,1.5
Paul George,LAC,19/20,112,106,21.1,4.9,29.6,2.5
JaVale McGee,LAL,19/20,124,101,19.4,1.5,14.8,1.0
Norman Powell,TOR,19/20,115,106,16.8,2.0,21.5,1.5
Evan Fournier,ORL,19/20,112,112,16.4,1.0,23.9,1.6
Harrison Barnes,SAC,19/20,116,116,13.3,-1.3,17.4,0.5
Marcus Smart,BOS,19/20,110,107,13.8,1.4,18.9,1.6
LaMarcus Aldridge,SAS,19/20,115,112,19.7,1.4,23.4,1.5
Tim Hardaway Jr.,DAL,19/20,116,115,14.5,-0.1,21.1,1.0
Delon Wright,DAL,19/20,120,110,15.4,1.9,14.4,1.5
Derrick Jones Jr.,MIA,19/20,126,109,14.9,0.7,13.9,1.0
Enes Freedom,BOS,19/20,123,104,22.4,1.5,19.4,0.9
Jerami Grant,DEN,19/20,117,112,14.4,-0.5,18.0,0.7
Royce O'Neale,UTA,19/20,117,109,9.5,0.9,9.6,1.5
Joe Harris,BRK,19/20,114,112,13.3,-0.2,18.3,1.0
Seth Curry,DAL,19/20,123,115,15.5,0.8,18.4,1.2
Donte DiVincenzo,MIL,19/20,108,101,14.1,1.3,17.3,1.3
Jamal Murray,DEN,19/20,112,113,17.7,1.2,25.2,1.5
Justin Holiday,IND,19/20,114,107,12.1,1.3,13.4,1.5
Andre Drummond,CLEDET,19/20,104,103,22.0,0.9,25.9,1.4
Myles Turner,IND,19/20,108,105,14.8,0.1,17.9,1.0
Will Barton,DEN,19/20,113,111,15.6,1.1,20.1,1.5
Derrick Favors,NOP,19/20,126,109,18.5,1.0,14.0,0.9
Russell Westbrook,HOU,19/20,106,109,21.0,1.5,34.4,1.8
Bojan Bogdanović,UTA,19/20,111,113,15.6,0.1,25.5,1.1
Derrick White,SAS,19/20,118,114,16.4,1.3,18.9,1.4
JJ Redick,NOP,19/20,122,116,15.4,0.7,20.4,1.1
CJ McCollum,POR,19/20,111,118,17.0,0.5,25.9,1.6
Lou Williams,LAC,19/20,109,111,17.3,0.7,28.4,1.3
P.J. Tucker,HOU,19/20,114,111,8.3,-1.9,8.7,0.1
De'Aaron Fox,SAC,19/20,111,112,20.6,1.8,29.8,1.6
Jakob Poeltl,SAS,19/20,125,108,19.1,2.5,13.2,1.3
Zach LaVine,CHI,19/20,106,110,19.4,2.5,31.7,2.4
Malcolm Brogdon,IND,19/20,111,111,17.7,1.8,25.2,1.6
Thomas Bryant,WAS,19/20,127,114,21.1,2.2,18.9,1.2
Larry Nance Jr.,CLE,19/20,122,113,17.3,1.7,15.2,1.4
Jrue Holiday,NOP,19/20,108,112,17.0,1.8,24.5,2.0
Serge Ibaka,TOR,19/20,108,104,17.3,0.1,24.0,0.8
Jaxson Hayes,NOP,19/20,131,111,17.6,-0.3,15.0,0.5
Jae Crowder,MEMMIA,19/20,111,109,12.5,-0.1,15.5,0.9
Chris Boucher,TOR,19/20,124,101,20.7,2.0,19.7,0.8
Monte Morris,DEN,19/20,118,114,14.9,-0.2,17.5,0.7
Ja Morant,MEM,19/20,109,113,17.4,0.3,25.9,1.2
Kevin Love,CLE,19/20,112,113,17.9,2.0,23.1,1.8
Kelly Oubre Jr.,PHO,19/20,109,110,14.9,-0.5,22.4,0.7
Kentavious Caldwell-Pope,LAL,19/20,115,110,11.0,-0.8,14.7,0.5
Robert Covington,HOUMIN,19/20,105,107,13.3,0.0,17.0,1.1
Alec Burks,GSWPHI,19/20,112,114,16.7,0.5,23.8,1.1
Aaron Gordon,ORL,19/20,107,110,15.1,0.0,20.7,1.0
Kelly Olynyk,MIA,19/20,116,108,14.6,1.0,17.4,1.0
Danuel House Jr.,HOU,19/20,114,112,11.3,-0.7,13.7,0.6
Dennis Schröder,OKC,19/20,108,112,16.7,-0.1,27.2,1.0
Cody Zeller,CHO,19/20,116,111,18.8,-0.6,20.8,0.5
Dwight Powell,DAL,19/20,134,111,15.9,1.3,12.6,0.9
Dario Šarić,PHO,19/20,114,112,14.2,-0.4,17.8,0.7
Patrick Beverley,LAC,19/20,116,107,12.5,2.2,13.3,1.4
Ersan İlyasova,MIL,19/20,119,102,14.9,0.4,16.1,0.6
Marcus Morris,LACNYK,19/20,111,113,14.3,-0.1,21.9,0.9
Dāvis Bertāns,WAS,19/20,120,116,15.5,0.9,19.0,1.1
Goran Dragić,MIA,19/20,110,113,16.3,-0.1,25.9,0.8
Brad Wanamaker,BOS,19/20,115,109,12.8,-0.6,15.5,0.5
Tomáš Satoranský,CHI,19/20,111,112,13.5,-1.2,16.7,0.4
Paul Millsap,DEN,19/20,116,110,16.9,0.1,20.0,0.7
Jaren Jackson Jr.,MEM,19/20,110,110,16.3,0.4,24.0,1.0
Rondae Hollis-Jefferson,TOR,19/20,114,104,15.1,0.3,17.2,0.6
Jordan Clarkson,CLEUTA,19/20,111,114,17.3,1.1,26.3,1.3
Marquese Chriss,GSW,19/20,117,110,19.5,0.6,19.0,0.8
Mason Plumlee,DEN,19/20,118,108,18.8,2.0,18.0,1.1
Danny Green,LAL,19/20,108,107,10.8,0.5,13.9,1.1
Pat Connaughton,MIL,19/20,114,104,11.5,0.6,12.3,0.8
Devonte' Graham,CHO,19/20,109,116,15.8,0.5,24.8,1.4
Ben McLemore,HOU,19/20,118,113,11.8,-0.5,16.0,0.6
Doug McDermott,IND,19/20,117,113,14.4,0.0,19.6,0.7
T.J. McConnell,IND,19/20,112,109,16.5,0.5,17.5,0.8
Wendell Carter Jr.,CHI,19/20,115,108,15.5,-2.4,16.4,-0.1
Tony Bradley,UTA,19/20,135,106,21.7,1.3,15.8,0.6
Wesley Matthews,MIL,19/20,109,107,8.1,-1.8,12.5,0.1
Deandre Ayton,PHO,19/20,111,108,20.0,0.4,23.7,0.7
Josh Hart,NOP,19/20,110,111,11.9,-0.7,15.3,0.6
JaMychal Green,LAC,19/20,112,106,11.1,-0.5,13.7,0.5
Terence Davis,TOR,19/20,111,106,13.8,0.8,19.0,0.8
Bogdan Bogdanović,SAC,19/20,110,113,15.2,0.6,22.6,1.2
Langston Galloway,DET,19/20,118,116,12.3,-0.8,15.9,0.5
Tristan Thompson,CLE,19/20,112,114,16.8,-1.5,18.3,0.2
Terrence Ross,ORL,19/20,106,110,14.0,-0.4,22.8,0.8
Marc Gasol,TOR,19/20,110,103,11.8,1.6,13.2,1.1
Terry Rozier,CHO,19/20,108,115,14.8,-0.4,23.7,0.8
Tyus Jones,MEM,19/20,116,112,15.7,0.6,17.2,0.8
Buddy Hield,SAC,19/20,106,114,16.0,1.1,27.2,1.7
Gorgui Dieng,MEMMIN,19/20,113,106,17.1,1.5,17.6,1.0
Willie Cauley-Stein,DALGSW,19/20,117,108,17.0,0.5,14.4,0.7
D.J. Augustin,ORL,19/20,114,114,14.0,-1.6,19.1,0.2
Michael Porter Jr.,DEN,19/20,118,109,19.8,1.5,22.3,0.8
Glenn Robinson III,GSWPHI,19/20,114,115,13.3,-1.7,16.4,0.1
Kyrie Irving,BRK,19/20,119,109,26.2,7.7,32.6,1.6
Patty Mills,SAS,19/20,115,116,14.8,0.0,20.4,0.8
Damian Jones,ATL,19/20,138,113,15.6,-1.5,11.4,0.1
Furkan Korkmaz,PHI,19/20,111,112,12.0,-1.3,18.4,0.3
Julius Randle,NYK,19/20,105,112,17.5,-0.3,27.6,0.9
Markelle Fultz,ORL,19/20,104,111,14.3,-1.8,21.4,0.1
Cameron Johnson,PHO,19/20,117,113,12.9,0.3,15.7,0.7
Maurice Harkless,LACNYK,19/20,110,108,9.8,-0.7,10.7,0.5
Jeremy Lamb,IND,19/20,108,107,14.0,-0.4,19.6,0.5
Lauri Markkanen,CHI,19/20,108,110,14.3,-0.6,21.1,0.5
Landry Shamet,LAC,19/20,115,113,8.5,-2.1,13.4,0.0
Dejounte Murray,SAS,19/20,105,110,16.2,0.4,20.8,1.0
Tony Snell,DET,19/20,121,117,9.7,-1.8,11.4,0.1
Taj Gibson,NYK,19/20,121,113,16.1,-1.1,14.8,0.2
Mike Conley,UTA,19/20,109,112,14.1,0.3,23.1,0.8
Collin Sexton,CLE,19/20,108,118,16.3,-1.8,27.2,0.1
Trevor Ariza,PORSAC,19/20,114,112,11.0,-0.5,11.8,0.6
Mike Scott,PHI,19/20,117,112,11.2,-1.8,14.0,0.1
Kyle Anderson,MEM,19/20,109,109,12.5,0.5,13.5,0.9
Jeff Teague,ATLMIN,19/20,112,116,14.6,-1.5,19.5,0.2
Derrick Rose,DET,19/20,109,115,21.0,2.2,31.6,1.4
Kyle Korver,MIL,19/20,113,106,11.3,0.1,15.4,0.5
Mo Bamba,ORL,19/20,111,103,17.5,0.4,17.1,0.5
Gary Trent Jr.,POR,19/20,121,117,12.9,-0.3,15.3,0.6
Alex Len,ATLSAC,19/20,116,111,17.7,-0.7,18.1,0.3
Jonathan Isaac,ORL,19/20,107,103,17.3,2.3,18.3,1.1
Lonzo Ball,NOP,19/20,103,111,13.1,0.6,18.5,1.3
Troy Brown Jr.,WAS,19/20,109,114,13.7,-1.2,17.8,0.3
Bismack Biyombo,CHO,19/20,116,112,16.1,-2.5,16.8,-0.1
Austin Rivers,HOU,19/20,110,113,10.4,-2.5,15.6,-0.2
Garrett Temple,BRK,19/20,106,111,10.5,-1.1,16.6,0.4
Marvin Williams,CHOMIL,19/20,116,110,11.2,-0.6,12.5,0.4
James Ennis III,ORLPHI,19/20,111,110,11.5,-2.6,15.7,-0.2
Alex Caruso,LAL,19/20,107,106,10.8,-0.2,13.8,0.5
Matisse Thybulle,PHI,19/20,105,106,10.0,0.3,11.2,0.8
Cory Joseph,SAC,19/20,110,114,10.1,-2.0,12.9,0.0
Kris Dunn,CHI,19/20,104,106,12.1,-0.6,14.6,0.4
Trey Lyles,SAS,19/20,113,113,12.6,-1.2,13.6,0.3
Josh Okogie,MIN,19/20,108,113,11.5,-2.4,15.1,-0.2
Khem Birch,ORL,19/20,121,111,11.7,-2.4,10.2,-0.1
Jalen Brunson,DAL,19/20,114,114,14.9,-0.9,20.4,0.3
Josh Richardson,PHI,19/20,104,111,12.0,-1.8,20.6,0.1
James Harden,HOU,16/17,118,107,27.4,8.7,34.2,8.0
Rudy Gobert,UTA,16/17,129,99,23.3,4.4,16.7,4.4
Jimmy Butler,CHI,16/17,123,106,25.1,7.3,26.5,6.6
Kawhi Leonard,SAS,16/17,121,102,27.6,9.4,31.1,7.1
Russell Westbrook,OKC,16/17,112,104,30.6,11.1,41.7,9.3
LeBron James,CLE,16/17,119,108,27.0,7.6,30.0,6.7
Karl-Anthony Towns,MIN,16/17,121,110,25.9,4.7,27.5,5.2
Stephen Curry,GSW,16/17,119,105,24.6,6.9,30.1,5.9
Isaiah Thomas,BOS,16/17,122,112,26.5,6.7,34.0,5.6
Giannis Antetokounmpo,MIL,16/17,116,104,26.1,7.3,28.3,6.7
Kevin Durant,GSW,16/17,125,101,27.6,8.9,27.8,5.7
DeAndre Jordan,LAC,16/17,129,102,21.8,3.3,15.3,3.5
Anthony Davis,NOP,16/17,112,102,27.5,5.9,32.6,5.4
Chris Paul,LAC,16/17,126,106,26.2,8.7,24.4,5.2
Gordon Hayward,UTA,16/17,118,106,22.2,5.0,27.6,4.5
Damian Lillard,POR,16/17,118,113,24.1,5.0,31.5,4.8
Kyle Lowry,TOR,16/17,123,109,22.9,6.1,24.9,4.6
Mike Conley,MEM,16/17,121,108,23.2,6.8,26.3,5.1
Nikola Jokić,DEN,16/17,126,109,26.3,7.3,23.5,4.8
Hassan Whiteside,MIA,16/17,113,100,22.6,1.5,22.7,2.2
Otto Porter Jr.,WAS,16/17,129,108,17.3,3.3,15.1,3.5
DeMar DeRozan,TOR,16/17,113,110,24.0,3.0,34.3,3.3
Kyrie Irving,CLE,16/17,116,112,23.0,3.4,30.8,3.4
John Wall,WAS,16/17,111,108,23.2,4.7,30.6,4.8
Bradley Beal,WAS,16/17,117,112,20.1,3.3,26.5,3.5
Dwight Howard,ATL,16/17,115,100,20.8,1.4,19.2,1.9
Draymond Green,GSW,16/17,111,99,16.5,4.9,16.2,4.3
Kemba Walker,CHO,16/17,113,111,21.3,4.1,29.2,4.2
Jeff Teague,IND,16/17,115,110,19.2,2.2,22.1,2.8
Myles Turner,IND,16/17,115,105,18.5,1.1,19.5,2.0
Jonas Valančiūnas,TOR,16/17,120,105,20.1,0.3,19.5,1.2
Blake Griffin,LAC,16/17,115,108,22.6,4.7,28.0,3.5
Marc Gasol,MEM,16/17,111,106,20.3,5.2,26.4,4.6
DeMarcus Cousins,NOPSAC,16/17,107,105,25.8,6.8,36.5,5.5
CJ McCollum,POR,16/17,114,113,19.9,2.0,27.5,2.8
Goran Dragić,MIA,16/17,112,109,19.8,2.6,27.1,2.9
Tristan Thompson,CLE,16/17,128,109,15.3,-0.7,11.3,0.7
LaMarcus Aldridge,SAS,16/17,111,104,18.6,0.8,24.5,1.7
