Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP
Dejounte Murray,SAS,20/21,15.7,7.1,5.4,0.458,3.3,0,106,111,16.5,0.8,23.4,1.5
Alec Burks,NYK,20/21,12.7,4.6,2.2,0.569,3.3,0,114,109,14.8,1.5,21.3,1.1
Marcus Smart,BOS,20/21,13.1,3.5,5.7,0.5,3.3,0,114,113,13.8,-0.3,18.4,0.7
Kemba Walker,BOS,20/21,19.3,4.0,4.9,0.5,3.3,0,114,114,17.7,2.1,26.1,1.4
Kyle Kuzma,LAL,20/21,12.9,6.1,1.9,0.583,3.3,0,105,109,12.7,-0.4,20.3,0.8
Cody Zeller,CHO,20/21,9.4,6.8,1.8,0.458,3.3,0,123,112,18.2,-0.5,18.3,0.4
Keldon Johnson,SAS,20/21,12.8,6.0,1.8,0.458,3.3,0,111,114,13.8,-1.6,19.2,0.2
Saddiq Bey,DET,20/21,12.2,4.5,1.4,0.278,3.3,0,112,114,12.6,-0.5,18.7,0.7
Lonzo Ball,NOP,20/21,14.6,4.8,5.7,0.431,3.2,0,110,113,15.2,1.7,20.5,1.6
Immanuel Quickley,NYK,20/21,11.4,2.1,2.0,0.569,3.2,0,113,111,15.8,0.9,25.6,0.9
Paul Millsap,DEN,20/21,9.0,4.7,1.8,0.653,3.2,0,117,110,16.4,1.0,18.6,0.9
Ja Morant,MEM,20/21,19.1,4.0,7.4,0.528,3.2,0,108,115,16.7,-0.4,27.2,0.8
Naz Reid,MIN,20/21,11.2,4.6,1.0,0.319,3.2,0,115,113,18.2,-0.2,22.5,0.6
Jerami Grant,DET,20/21,22.3,4.6,2.8,0.278,3.2,0,109,114,16.9,1.1,28.5,1.4
Ricky Rubio,MIN,20/21,8.6,3.3,6.4,0.319,3.1,0,113,115,13.5,-1.9,16.0,0.0
Jarred Vanderbilt,MIN,20/21,5.4,5.8,1.2,0.319,3.1,0,122,110,16.2,-0.1,12.3,0.5
Justin Holiday,IND,20/21,10.5,3.6,1.7,0.472,3.1,0,112,114,10.4,-1.0,14.0,0.6
Facundo Campazzo,DEN,20/21,6.1,2.1,3.6,0.653,3.1,0,117,112,11.6,-0.6,13.1,0.5
OG Anunoby,TOR,20/21,15.9,5.5,2.2,0.375,3.1,0,113,112,15.4,1.2,19.3,1.2
Tomáš Satoranský,CHI,20/21,7.7,2.4,4.7,0.431,3.1,0,118,114,13.8,-0.5,15.2,0.5
Dāvis Bertāns,WAS,20/21,11.5,2.9,0.9,0.472,3.1,0,120,116,11.4,-0.8,15.9,0.4
Juan Toscano-Anderson,GSW,20/21,5.7,4.4,2.8,0.542,3.0,0,121,109,12.6,0.8,11.0,0.8
Serge Ibaka,LAC,20/21,11.1,6.7,1.8,0.653,3.0,0,119,110,18.2,1.4,20.1,0.8
Lauri Markkanen,CHI,20/21,13.6,5.3,0.9,0.431,3.0,0,115,113,15.2,0.1,20.2,0.7
Desmond Bane,MEM,20/21,9.2,3.1,1.7,0.528,2.9,0,115,114,12.2,-0.8,16.1,0.5
Kendrick Nunn,MIA,20/21,14.6,3.2,2.6,0.556,2.9,0,111,113,14.2,-0.5,20.9,0.6
Maxi Kleber,DAL,20/21,7.1,5.2,1.4,0.583,2.9,0,123,113,10.6,0.0,10.6,0.7
Willy Hernangómez,NOP,20/21,7.8,7.1,1.1,0.431,2.9,0,125,111,19.6,0.0,17.0,0.4
Xavier Tillman Sr.,MEM,20/21,6.6,4.3,1.3,0.528,2.9,0,119,110,14.7,-0.2,14.3,0.5
Tristan Thompson,BOS,20/21,7.6,8.1,1.2,0.5,2.9,0,116,112,14.2,-2.5,14.8,-0.2
Monte Morris,DEN,20/21,10.2,2.0,3.2,0.653,2.9,0,121,115,14.0,-0.3,16.5,0.5
Kenrich Williams,OKC,20/21,8.0,4.1,2.3,0.306,2.8,0,116,114,14.0,-0.7,15.3,0.4
Raul Neto,WAS,20/21,8.7,2.4,2.3,0.472,2.8,0,115,113,13.0,-0.6,15.8,0.5
LaMelo Ball,CHO,20/21,15.7,5.9,6.1,0.458,2.8,0,108,110,17.5,1.8,26.1,1.4
Tyus Jones,MEM,20/21,6.3,2.0,3.7,0.528,2.8,0,115,112,15.0,0.8,16.6,0.9
Willie Cauley-Stein,DAL,20/21,5.3,4.5,0.7,0.583,2.8,0,128,110,14.3,-1.3,12.0,0.2
Shake Milton,PHI,20/21,13.0,2.3,3.1,0.681,2.8,0,109,112,14.6,-1.6,24.9,0.1
Matisse Thybulle,PHI,20/21,3.9,1.9,1.0,0.681,2.8,0,104,103,10.1,1.9,9.4,1.3
Christian Wood,HOU,20/21,21.0,9.6,1.7,0.236,2.8,0,111,112,20.0,1.4,25.9,1.1
Marc Gasol,LAL,20/21,5.0,4.1,2.1,0.583,2.8,0,115,105,12.2,2.3,11.8,1.1
Josh Hart,NOP,20/21,9.2,8.0,2.3,0.431,2.7,0,117,113,12.2,-0.8,13.5,0.4
Luke Kennard,LAC,20/21,8.3,2.6,1.7,0.653,2.7,0,117,114,12.7,-0.2,17.1,0.6
P.J. Washington,CHO,20/21,12.9,6.5,2.5,0.458,2.7,0,105,111,13.4,-0.9,19.4,0.6
Bryn Forbes,MIL,20/21,10.0,1.6,0.6,0.639,2.7,0,119,117,12.8,-1.3,18.5,0.2
Damion Lee,GSW,20/21,6.5,3.2,1.3,0.542,2.7,0,121,111,11.8,0.2,12.8,0.6
Grayson Allen,MEM,20/21,10.6,3.2,2.2,0.528,2.7,0,116,113,12.8,-0.2,16.8,0.6
Moses Brown,OKC,20/21,8.6,8.9,0.2,0.306,2.6,0,117,109,18.8,-2.4,16.9,-0.1
Georges Niang,UTA,20/21,6.9,2.4,0.8,0.722,2.6,0,114,111,11.4,-0.3,17.4,0.5
JaMychal Green,DEN,20/21,8.1,4.8,0.9,0.653,2.6,0,116,112,13.6,-1.5,17.6,0.1
Carmelo Anthony,POR,20/21,13.4,3.1,1.5,0.583,2.6,0,112,117,14.6,-1.1,23.1,0.4
Cameron Johnson,PHO,20/21,9.6,3.3,1.4,0.708,2.6,0,112,113,11.8,-0.2,17.0,0.7
Payton Pritchard,BOS,20/21,7.7,2.4,1.8,0.5,2.5,0,117,115,12.4,-0.7,16.7,0.4
Patrick Williams,CHI,20/21,9.2,4.6,1.4,0.431,2.5,0,105,112,10.5,-2.4,14.9,-0.2
Josh Richardson,DAL,20/21,12.1,3.3,2.6,0.583,2.4,0,109,114,11.9,-1.7,18.4,0.1
Derrick Jones Jr.,POR,20/21,6.8,3.5,0.8,0.583,2.4,0,121,116,11.9,-1.4,12.3,0.2
Jusuf Nurkić,POR,20/21,11.5,9.0,3.4,0.583,2.4,0,113,109,20.5,2.5,22.3,1.0
Alex Caruso,LAL,20/21,6.4,2.9,2.8,0.583,2.4,0,106,106,11.1,0.0,14.8,0.6
Coby White,CHI,20/21,15.1,4.1,4.8,0.431,2.4,0,106,115,12.0,-2.4,22.5,-0.2
Eric Bledsoe,NOP,20/21,12.2,3.4,3.8,0.431,2.3,0,108,116,11.5,-2.0,18.5,0.0
Garrison Mathews,WAS,20/21,5.5,1.4,0.4,0.472,2.3,0,130,116,9.7,-1.8,11.5,0.1
Drew Eubanks,SAS,20/21,5.8,4.5,0.8,0.458,2.3,0,118,109,17.9,0.0,17.1,0.4
Bismack Biyombo,CHO,20/21,5.0,5.3,1.2,0.458,2.3,0,113,113,11.7,-3.0,11.5,-0.4
Buddy Hield,SAC,20/21,16.6,4.7,3.6,0.431,2.2,0,109,119,12.8,-0.6,20.7,0.9
De'Anthony Melton,MEM,20/21,9.1,3.1,2.5,0.528,2.2,0,110,109,15.2,2.3,19.5,1.1
KJ Martin,HOU,20/21,9.3,5.4,1.1,0.236,2.2,0,117,114,14.6,-1.8,15.6,0.0
Will Barton,DEN,20/21,12.7,4.0,3.2,0.653,2.2,0,107,114,11.8,-1.9,19.0,0.1
Kelly Oubre Jr.,GSW,20/21,15.4,6.0,1.3,0.542,2.2,0,103,110,13.3,-1.9,22.1,0.0
Nikola Jokić,DEN,21/22,27.1,13.8,7.9,0.585,15.2,1,126,105,32.8,13.7,31.9,9.8
Karl-Anthony Towns,MIN,21/22,24.6,9.8,3.6,0.561,10.3,0,121,110,24.1,5.0,27.8,4.4
Mikal Bridges,PHO,21/22,14.2,4.2,2.3,0.78,8.9,0,125,110,14.4,1.6,15.0,2.6
DeMar DeRozan,CHI,21/22,27.9,5.2,4.9,0.561,8.8,0,117,115,23.1,2.5,31.8,3.1
Pascal Siakam,TOR,21/22,22.8,8.5,5.3,0.585,8.1,0,116,110,20.3,3.5,25.8,3.6
Stephen Curry,GSW,21/22,25.5,5.2,6.3,0.646,8.0,0,115,108,21.4,5.8,30.8,4.4
Devin Booker,PHO,21/22,26.8,5.0,4.8,0.78,7.6,0,113,109,21.3,4.1,32.0,3.6
Al Horford,BOS,21/22,10.2,7.7,3.4,0.622,7.6,0,124,104,16.7,4.3,14.8,3.2
Jalen Brunson,DAL,21/22,16.3,3.9,4.8,0.634,7.5,0,118,112,17.1,0.9,21.9,1.9
Tyrese Maxey,PHI,21/22,17.5,3.2,4.3,0.622,7.3,0,121,115,16.2,0.6,20.2,1.8
Jonas Valančiūnas,NOP,21/22,17.8,11.4,2.6,0.439,7.3,0,118,111,21.2,1.9,23.8,2.2
Deandre Ayton,PHO,21/22,17.2,10.2,1.4,0.78,7.3,0,124,105,21.9,2.8,21.4,2.1
Miles Bridges,CHO,21/22,20.2,7.0,3.8,0.524,7.2,0,117,114,17.9,1.5,22.6,2.5
Ivica Zubac,LAC,21/22,10.3,8.5,1.6,0.512,7.2,0,126,107,19.2,0.7,16.8,1.3
Desmond Bane,MEM,21/22,18.2,4.4,2.7,0.683,7.2,0,119,110,17.6,2.7,23.1,2.7
Donovan Mitchell,UTA,21/22,25.9,4.2,5.3,0.598,7.2,0,114,111,21.6,4.3,32.9,3.6
Bam Adebayo,MIA,21/22,19.1,10.1,3.4,0.646,7.2,0,117,104,21.8,3.8,25.0,2.7
Jakob Poeltl,SAS,21/22,13.5,9.3,2.8,0.415,6.9,0,123,110,20.8,1.6,18.3,1.7
Jrue Holiday,MIL,21/22,18.3,4.5,6.8,0.622,6.9,0,117,112,19.8,3.2,23.5,2.9
Steven Adams,MEM,21/22,6.9,10.0,3.4,0.683,6.8,0,125,108,17.6,2.0,12.0,2.0
Kevon Looney,GSW,21/22,6.0,7.3,2.0,0.646,6.8,0,128,105,15.7,0.9,12.2,1.3
Mike Conley,UTA,21/22,13.7,3.0,5.3,0.598,6.7,0,120,111,17.2,3.1,20.9,2.7
Ja Morant,MEM,21/22,27.4,5.7,6.7,0.683,6.7,0,116,111,24.4,6.1,33.7,3.9
Fred VanVleet,TOR,21/22,20.3,4.4,6.7,0.585,6.7,0,115,111,17.3,3.6,23.7,3.5
Scottie Barnes,TOR,21/22,15.3,7.5,3.5,0.585,6.6,0,116,111,16.3,0.9,19.0,1.9
Dorian Finney-Smith,DAL,21/22,11.0,4.7,1.9,0.634,6.6,0,119,110,12.5,0.8,13.8,1.9
Kyle Lowry,MIA,21/22,13.4,4.5,7.5,0.646,6.4,0,118,110,15.0,2.0,18.2,2.1
Alec Burks,NYK,21/22,11.7,4.9,3.0,0.451,6.1,0,117,110,13.7,0.8,17.7,1.7
Harrison Barnes,SAC,21/22,16.4,5.6,2.4,0.366,6.0,0,121,118,15.7,0.2,18.8,1.4
Jarred Vanderbilt,MIN,21/22,6.9,8.4,1.3,0.561,6.0,0,127,108,15.3,0.2,10.9,1.1
Jordan Poole,GSW,21/22,18.5,3.4,4.0,0.646,6.0,0,112,110,16.1,1.0,26.0,1.7
Chris Boucher,TOR,21/22,9.4,6.2,0.3,0.585,6.0,0,124,108,17.9,0.1,17.8,0.9
Terry Rozier,CHO,21/22,19.3,4.3,4.5,0.524,5.9,0,117,115,17.6,1.7,23.2,2.3
Zach LaVine,CHI,21/22,24.4,4.6,4.5,0.561,5.8,0,115,116,20.0,2.4,28.8,2.6
LaMelo Ball,CHO,21/22,20.1,6.7,7.6,0.524,5.8,0,111,112,19.7,3.4,28.2,3.3
Jaylen Brown,BOS,21/22,23.6,6.1,3.5,0.622,5.8,0,109,108,18.9,2.1,30.5,2.2
Kevin Love,CLE,21/22,13.6,7.2,2.2,0.537,5.7,0,117,108,19.6,4.5,25.1,2.7
Cameron Johnson,PHO,21/22,12.5,4.1,1.5,0.78,5.6,0,123,109,15.2,2.7,17.5,2.1
Gary Trent Jr.,TOR,21/22,18.3,2.7,2.0,0.585,5.6,0,114,112,14.7,0.2,21.8,1.3
Tobias Harris,PHI,21/22,17.2,6.8,3.5,0.622,5.6,0,113,112,15.9,0.0,21.7,1.3
Marcus Smart,BOS,21/22,12.1,3.8,5.9,0.622,5.6,0,110,107,13.6,0.5,18.3,1.5
Bobby Portis,MIL,21/22,14.6,9.1,1.2,0.622,5.5,0,115,110,17.7,0.2,21.3,1.1
Royce O'Neale,UTA,21/22,7.4,4.8,2.5,0.598,5.5,0,122,111,10.3,0.8,9.9,1.7
Terance Mann,LAC,21/22,10.8,5.2,2.6,0.512,5.5,0,117,112,13.4,-0.6,16.0,0.8
Isaiah Hartenstein,LAC,21/22,8.3,4.9,2.4,0.512,5.5,0,127,106,22.0,4.5,18.4,2.0
Monte Morris,DEN,21/22,12.6,3.0,4.4,0.585,5.4,0,120,115,14.7,0.0,17.4,1.1
Jaren Jackson Jr.,MEM,21/22,16.3,5.8,1.1,0.683,5.4,0,109,106,17.0,-0.1,25.4,1.0
Khris Middleton,MIL,21/22,20.1,5.4,5.4,0.622,5.3,0,112,112,18.1,1.6,26.7,1.9
Bojan Bogdanović,UTA,21/22,18.1,4.3,1.7,0.598,5.2,0,116,115,15.7,0.0,23.7,1.1
Evan Mobley,CLE,21/22,15.0,8.3,2.5,0.537,5.2,0,109,107,16.1,0.6,20.4,1.5
Aaron Gordon,DEN,21/22,15.0,5.9,2.5,0.585,5.2,0,115,114,15.3,-0.6,19.7,0.9
Gary Payton II,GSW,21/22,7.1,3.5,0.9,0.646,5.2,0,129,103,17.8,3.7,14.3,1.8
Andrew Wiggins,GSW,21/22,17.2,4.5,2.2,0.646,5.1,0,109,109,15.0,0.4,23.1,1.4
Tyus Jones,MEM,21/22,8.7,2.4,4.4,0.683,5.1,0,125,112,16.5,1.7,16.6,1.4
Grant Williams,BOS,21/22,7.8,3.6,1.0,0.622,5.1,0,122,109,11.2,-0.4,12.6,0.8
John Collins,ATL,21/22,16.2,7.8,1.8,0.524,5.1,0,122,114,18.7,1.5,20.5,1.5
P.J. Tucker,MIA,21/22,7.6,5.5,2.1,0.646,5.0,0,120,110,11.3,0.6,11.7,1.3
Wendell Carter Jr.,ORL,21/22,15.0,10.5,2.8,0.268,5.0,0,115,110,18.4,1.6,20.9,1.7
Lauri Markkanen,CLE,21/22,14.8,5.7,1.3,0.537,5.0,0,117,110,14.7,0.4,19.5,1.1
JaVale McGee,PHO,21/22,9.2,6.7,0.6,0.78,4.9,0,118,102,22.6,0.8,22.8,0.8
Keldon Johnson,SAS,21/22,17.0,6.1,2.1,0.415,4.9,0,114,114,15.2,-0.5,21.3,0.9
Otto Porter Jr.,GSW,21/22,8.2,5.7,1.5,0.646,4.9,0,121,104,15.9,3.1,15.0,1.8
Christian Wood,HOU,21/22,17.9,10.1,2.3,0.244,4.9,0,114,113,19.1,1.6,23.3,1.9
Bruce Brown,BRK,21/22,9.0,4.8,2.1,0.537,4.8,0,121,111,15.0,0.7,15.0,1.2
Mason Plumlee,CHO,21/22,6.5,7.7,3.1,0.524,4.7,0,122,111,14.7,0.0,11.7,0.9
Herbert Jones,NOP,21/22,9.5,3.8,2.1,0.439,4.6,0,114,112,12.3,-0.5,13.7,0.9
Shai Gilgeous-Alexander,OKC,21/22,24.5,5.0,5.9,0.293,4.6,0,111,113,20.9,3.4,30.8,2.7
Anthony Davis,LAL,21/22,23.2,9.8,3.0,0.402,4.5,0,115,109,23.9,3.8,27.1,2.0
Nikola Vučević,CHI,21/22,17.6,11.0,3.2,0.561,4.5,0,107,110,18.2,0.9,24.5,1.8
Luke Kennard,LAC,21/22,11.9,3.3,2.1,0.512,4.5,0,119,113,13.3,0.5,16.8,1.2
Mo Bamba,ORL,21/22,10.6,8.1,1.2,0.268,4.5,0,113,108,16.5,0.7,17.2,1.2
Pat Connaughton,MIL,21/22,9.9,4.2,1.3,0.622,4.4,0,124,113,13.4,1.2,14.0,1.4
D'Angelo Russell,MIN,21/22,18.1,3.3,7.1,0.561,4.4,0,112,115,16.3,0.8,25.1,1.4
Jae Crowder,PHO,21/22,9.4,5.3,1.9,0.78,4.3,0,109,105,11.3,1.1,14.6,1.5
Anthony Edwards,MIN,21/22,21.3,4.8,3.8,0.561,4.3,0,108,112,16.5,1.2,26.4,2.0
Isaac Okoro,CLE,21/22,8.8,3.0,1.8,0.537,4.2,0,120,113,10.4,-1.7,12.4,0.1
Immanuel Quickley,NYK,21/22,11.3,3.2,3.5,0.451,4.2,0,114,112,14.6,0.2,22.2,1.0
Grayson Allen,MIL,21/22,11.1,3.4,1.5,0.622,4.2,0,122,114,12.7,0.4,15.2,1.1
Patrick Beverley,MIN,21/22,9.2,4.1,4.6,0.561,4.1,0,119,111,14.8,2.7,16.1,1.7
Franz Wagner,ORL,21/22,15.2,4.5,2.9,0.268,4.0,0,110,114,14.7,-0.7,21.2,0.8
Saddiq Bey,DET,21/22,16.1,5.4,2.8,0.28,4.0,0,110,116,14.0,-0.3,21.3,1.2
Caleb Martin,MIA,21/22,9.2,3.8,1.1,0.646,4.0,0,119,108,14.8,1.1,16.3,1.1
Duncan Robinson,MIA,21/22,10.9,2.6,1.6,0.646,3.9,0,113,112,10.6,-0.6,17.7,0.7
Obi Toppin,NYK,21/22,9.0,3.7,1.1,0.451,3.9,0,120,111,18.3,2.0,20.8,1.2
Cody Martin,CHO,21/22,7.7,4.0,2.5,0.524,3.9,0,120,114,12.7,-0.5,12.1,0.7
Jeff Green,DEN,21/22,10.3,3.1,1.3,0.585,3.9,0,119,115,12.5,-2.5,16.3,-0.2
Brandon Ingram,NOP,21/22,22.7,5.8,5.6,0.439,3.9,0,111,115,18.7,2.0,29.3,1.9
Amir Coffey,LAC,21/22,9.0,2.9,1.8,0.512,3.8,0,120,113,13.0,-0.3,15.8,0.7
Tyler Herro,MIA,21/22,20.7,5.0,4.0,0.646,3.8,0,107,111,16.2,0.7,28.8,1.5
Matisse Thybulle,PHI,21/22,5.7,2.3,1.1,0.622,3.7,0,116,108,11.2,1.1,9.5,1.3
OG Anunoby,TOR,21/22,17.1,5.5,2.6,0.585,3.7,0,112,111,14.8,0.5,20.5,1.1
Nicolas Batum,LAC,21/22,8.3,4.3,1.7,0.512,3.7,0,118,109,13.5,2.3,13.3,1.6
De'Anthony Melton,MEM,21/22,10.8,4.5,2.7,0.683,3.7,0,108,107,15.2,1.9,21.3,1.6
Evan Fournier,NYK,21/22,14.1,2.6,2.1,0.451,3.7,0,109,113,12.3,-0.7,20.8,0.7
Bogdan Bogdanović,ATL,21/22,15.1,4.0,3.1,0.524,3.7,0,114,116,15.4,1.3,21.6,1.5
Delon Wright,ATL,21/22,4.4,2.9,2.4,0.524,3.6,0,126,112,13.8,2.2,10.3,1.6
Danilo Gallinari,ATL,21/22,11.7,4.7,1.5,0.524,3.6,0,120,117,14.3,-0.2,18.4,0.8
Max Strus,MIA,21/22,10.6,3.0,1.4,0.646,3.6,0,116,112,12.7,0.9,18.1,1.2
Draymond Green,GSW,21/22,7.5,7.3,7.0,0.646,3.6,0,109,103,14.3,3.2,14.3,1.8
Malik Monk,LAL,21/22,13.8,3.4,2.9,0.402,3.6,0,112,115,14.4,-0.5,20.1,0.8
Jusuf Nurkić,POR,21/22,15.0,11.1,2.8,0.329,3.6,0,112,112,20.0,0.3,23.6,0.9
Carmelo Anthony,LAL,21/22,13.3,4.2,1.0,0.402,3.6,0,114,114,14.8,-0.5,20.4,0.7
Jordan Clarkson,UTA,21/22,16.0,3.5,2.5,0.598,3.5,0,108,113,14.9,-0.6,26.8,0.7
Dwight Howard,LAL,21/22,6.2,5.9,0.6,0.402,3.5,0,128,109,18.2,-0.2,14.6,0.4
Dewayne Dedmon,MIA,21/22,6.3,5.8,0.7,0.646,3.5,0,117,105,15.9,-1.0,16.9,0.3
Kyle Anderson,MEM,21/22,7.6,5.3,2.7,0.683,3.5,0,110,106,14.4,1.2,16.2,1.2
Nic Claxton,BRK,21/22,8.7,5.6,0.9,0.537,3.5,0,130,111,18.6,0.5,15.1,0.6
Isaiah Stewart,DET,21/22,8.3,8.7,1.2,0.28,3.4,0,113,112,14.0,-3.3,14.6,-0.6
P.J. Washington,CHO,21/22,10.3,5.2,2.3,0.524,3.4,0,114,113,13.6,-0.1,15.6,0.9
Kyrie Irving,BRK,21/22,27.4,4.4,5.8,0.537,3.3,0,117,114,21.4,3.0,29.4,1.4
Damian Jones,SAC,21/22,8.1,4.4,1.2,0.366,3.3,0,128,113,18.3,0.3,16.2,0.6
Devin Vassell,SAS,21/22,12.3,4.3,1.9,0.415,3.3,0,109,112,13.3,-0.5,18.9,0.7
Kelly Oubre Jr.,CHO,21/22,15.0,4.0,1.1,0.524,3.3,0,111,115,14.9,-1.4,23.0,0.3
Richaun Holmes,SAC,21/22,10.4,7.0,1.1,0.366,3.2,0,127,114,17.8,-0.5,15.8,0.4
Will Barton,DEN,21/22,14.7,4.8,3.9,0.585,3.2,0,108,114,13.4,-0.5,20.8,0.9
Naz Reid,MIN,21/22,8.3,3.9,0.9,0.561,3.2,0,113,109,17.2,0.0,21.4,0.6
Reggie Bullock,DAL,21/22,8.6,3.5,1.2,0.634,3.2,0,111,112,9.2,-1.4,13.3,0.3
Willy Hernangómez,NOP,21/22,9.1,6.8,1.3,0.439,3.2,0,122,111,22.2,0.2,22.5,0.5
Julius Randle,NYK,21/22,20.1,9.9,5.1,0.451,3.1,0,102,109,15.7,0.5,28.7,1.6
Myles Turner,IND,21/22,12.9,7.1,1.0,0.305,3.1,0,117,111,17.4,1.4,17.1,1.1
Payton Pritchard,BOS,21/22,6.2,1.9,2.0,0.622,3.1,0,120,110,15.0,1.8,18.6,1.0
LaMarcus Aldridge,BRK,21/22,12.9,5.5,0.9,0.537,3.1,0,119,112,19.6,0.7,22.4,0.7
Jae'Sean Tate,HOU,21/22,11.8,5.4,2.8,0.244,3.0,0,111,116,14.3,-1.8,19.6,0.1
Jonathan Kuminga,GSW,21/22,9.3,3.3,0.9,0.646,3.0,0,112,108,15.2,-1.5,22.7,0.1
Nemanja Bjelica,GSW,21/22,6.1,4.1,2.2,0.646,3.0,0,111,105,14.2,1.4,17.8,1.0
Ayo Dosunmu,CHI,21/22,8.8,2.8,3.3,0.561,3.0,0,113,115,11.2,-2.0,14.1,0.0
Maxi Kleber,DAL,21/22,7.0,5.9,1.2,0.634,3.0,0,109,107,11.0,-0.4,13.3,0.6
KJ Martin,HOU,21/22,8.8,3.8,1.3,0.244,2.9,0,118,118,14.3,-1.2,16.3,0.4
Isaiah Roby,OKC,21/22,10.1,4.8,1.6,0.293,2.9,0,120,111,18.3,0.6,19.0,0.6
Tre Jones,SAS,21/22,6.0,2.2,3.4,0.415,2.9,0,120,114,15.0,-0.5,15.6,0.4
Cedi Osman,CLE,21/22,10.7,2.2,2.0,0.537,2.9,0,111,112,13.3,0.2,21.1,0.8
Austin Reaves,LAL,21/22,7.3,3.2,1.8,0.402,2.9,0,123,116,11.5,-1.9,12.4,0.0
Malik Beasley,MIN,21/22,12.1,2.9,1.5,0.561,2.9,0,111,116,11.9,-0.7,19.4,0.7
Gordon Hayward,CHO,21/22,15.9,4.6,3.6,0.524,2.8,0,113,116,15.1,-0.7,20.7,0.5
Patty Mills,BRK,21/22,11.4,1.9,2.3,0.537,2.8,0,112,117,10.4,-1.7,16.4,0.2
Kevin Huerter,ATL,21/22,12.1,3.4,2.7,0.524,2.8,0,112,117,11.9,-1.2,17.5,0.4
Kentavious Caldwell-Pope,WAS,21/22,13.2,3.4,1.9,0.427,2.8,0,109,116,12.6,-1.5,19.0,0.3
Jaylen Nowell,MIN,21/22,8.5,2.0,2.1,0.561,2.8,0,121,115,16.8,0.8,21.0,0.7
Georges Niang,PHI,21/22,9.2,2.7,1.3,0.622,2.8,0,113,115,10.7,-1.9,16.8,0.0
Devonte' Graham,NOP,21/22,11.9,2.3,4.2,0.439,2.8,0,109,116,12.1,-1.0,19.5,0.5
Garrison Mathews,HOU,21/22,10.0,2.9,1.0,0.244,2.8,0,120,118,11.0,-2.3,14.4,-0.1
Moritz Wagner,ORL,21/22,9.0,3.7,1.4,0.268,2.8,0,118,112,18.1,1.6,22.9,0.9
JaMychal Green,DEN,21/22,6.4,4.2,0.9,0.585,2.7,0,114,109,14.1,-1.8,17.2,0.0
Malcolm Brogdon,IND,21/22,19.1,5.1,5.9,0.305,2.7,0,116,118,18.0,2.3,24.6,1.3
Damion Lee,GSW,21/22,7.4,3.2,1.0,0.646,2.7,0,111,109,10.9,-2.0,15.8,0.0
Taj Gibson,NYK,21/22,4.4,4.4,0.6,0.451,2.7,0,127,110,12.0,-2.0,10.0,0.0
Khem Birch,TOR,21/22,4.5,4.3,1.0,0.585,2.6,0,124,111,13.2,-1.3,11.2,0.2
Landry Shamet,PHO,21/22,8.3,1.8,1.6,0.78,2.6,0,111,112,10.2,-1.2,16.8,0.3
De'Aaron Fox,SAC,21/22,23.2,3.9,5.6,0.366,2.5,0,107,117,17.4,-0.6,29.1,0.7
Gabe Vincent,MIA,21/22,8.7,1.9,3.1,0.646,2.5,0,107,111,10.6,-1.4,17.8,0.2
Precious Achiuwa,TOR,21/22,9.1,6.5,1.1,0.585,2.5,0,105,110,12.7,-2.6,18.5,-0.2
Cory Joseph,DET,21/22,8.0,2.7,3.6,0.28,2.5,0,115,116,11.4,-2.1,14.3,0.0
Marcus Morris,LAC,21/22,15.4,4.4,2.1,0.512,2.4,0,108,112,13.7,-1.4,23.2,0.3
Jaden McDaniels,MIN,21/22,9.2,4.2,1.1,0.561,2.4,0,108,113,10.3,-2.9,15.3,-0.4
Deni Avdija,WAS,21/22,8.4,5.2,2.0,0.427,2.4,0,106,113,11.6,-1.7,16.3,0.1
Bones Hyland,DEN,21/22,10.1,2.7,2.8,0.585,2.4,0,109,112,14.4,-0.4,23.8,0.5
Josh Green,DAL,21/22,4.8,2.4,1.2,0.634,2.4,0,114,109,11.9,-1.0,13.9,0.3
Nikola Jokić,DEN,23/24,26.4,12.4,9.0,0.695,17.0,1,131,108,31.0,13.2,29.3,10.6
Devin Booker,PHO,23/24,27.1,4.5,6.9,0.598,9.2,0,124,117,21.9,3.0,29.8,3.1
DeMar DeRozan,CHI,23/24,24.0,4.3,5.3,0.476,9.2,0,122,118,19.7,1.8,25.8,2.8
Jimmy Butler,MIA,23/24,20.8,5.3,5.0,0.561,9.1,0,129,113,22.0,4.6,24.0,3.4
Chet Holmgren,OKC,23/24,16.5,7.9,2.4,0.695,8.9,0,122,108,20.4,3.4,21.6,3.3
Kawhi Leonard,LAC,23/24,23.7,6.1,3.6,0.622,8.9,0,124,114,23.2,5.5,26.5,4.4
Derrick White,BOS,23/24,15.2,4.2,5.2,0.78,8.5,0,126,112,16.9,3.8,18.6,3.5
Kevin Durant,PHO,23/24,27.1,6.6,5.0,0.598,8.3,0,118,114,21.2,4.0,29.0,4.3
Mike Conley,MIN,23/24,11.4,2.9,5.9,0.683,8.2,0,129,111,15.8,3.4,16.0,3.0
Tyrese Maxey,PHI,23/24,25.9,3.7,6.2,0.573,8.1,0,121,117,19.8,3.1,28.0,3.4
Kristaps Porziņģis,BOS,23/24,20.1,7.2,2.0,0.78,7.9,0,128,109,23.2,5.1,25.1,3.0
