Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier,Standings,Top3_Team,PPG_weighted,Efficiency_score,PPG_rel,Net_Rating,BPM_x_USG%,PPG_x_Win%
Joe Harris,BRK,20/21,0.3561643835616438,-0.2903225806451612,-0.0454545454545454,0.6256410256410256,0.3703703703703703,0,1.5555555555555556,1.2857142857142858,-0.3181818181818182,0.0,-0.4142857142857146,0.1666666666666666,False,4,0,0.2,0.0,1.5,0.3,-0.0,0.2
Nerlens Noel,NYK,20/21,-0.8767123287671235,0.6129032258064516,-0.5909090909090908,0.1230769230769226,0.3703703703703703,0,1.0,-1.0,-0.1590909090909089,0.4347826086956521,-1.4142857142857146,0.1666666666666666,False,8,0,-0.1,-0.1,-3.6,2.0,-0.6,-0.1
Bojan Bogdanović,UTA,20/21,0.7534246575342467,-0.1935483870967742,-0.0454545454545454,0.9076923076923074,0.3703703703703703,0,0.1111111111111111,0.5714285714285714,-0.3409090909090909,-0.3478260869565218,0.5285714285714285,-0.1666666666666666,False,1,1,0.7,0.5,3.1,-0.5,-0.2,0.7
Mason Plumlee,DET,20/21,-0.1506849315068492,1.5483870967741935,0.7272727272727273,-1.3692307692307693,0.3333333333333331,0,1.1111111111111112,0.1428571428571428,0.7272727272727271,0.7826086956521741,-0.4000000000000001,0.4166666666666666,False,19,0,0.2,-2.9,-0.6,1.0,-0.3,0.2
Thaddeus Young,CHI,20/21,0.0821917808219177,0.5483870967741935,1.0454545454545452,-0.5846153846153849,0.3333333333333331,0,0.4444444444444444,0.2857142857142857,1.090909090909091,1.2608695652173914,0.457142857142857,0.9166666666666666,False,15,0,-0.0,-1.0,0.3,0.2,0.6,-0.0
Jalen Brunson,DAL,20/21,0.1506849315068492,-0.3548387096774193,0.6818181818181818,0.1948717948717944,0.3333333333333331,0,1.2222222222222223,1.1428571428571428,0.3636363636363639,0.2173913043478261,0.1571428571428568,0.0833333333333332,False,7,0,0.0,0.1,0.6,0.1,0.0,0.0
Nicolas Batum,LAC,20/21,-0.4657534246575344,0.0645161290322581,0.0909090909090909,0.5538461538461538,0.2962962962962962,0,1.3333333333333333,0.2857142857142857,-0.5909090909090908,0.7391304347826089,-1.042857142857143,0.6666666666666664,False,5,0,-0.3,-0.2,-1.9,1.0,-0.8,-0.3
Devin Booker,PHO,20/21,1.9315068493150689,-0.096774193548387,1.0454545454545452,0.8358974358974355,0.2592592592592593,0,-0.2222222222222222,0.8571428571428571,0.8409090909090907,-0.0434782608695652,1.942857142857143,0.1666666666666666,False,2,1,1.6,2.4,7.9,-1.1,-0.1,1.6
Jaylen Brown,BOS,20/21,1.808219178082192,0.4838709677419354,0.6363636363636362,-0.2307692307692309,0.222222222222222,0,0.0,0.7142857142857143,0.9999999999999996,0.9130434782608696,1.514285714285714,0.9999999999999996,False,12,0,-0.4,-0.7,7.4,-0.7,1.4,-0.4
T.J. McConnell,IND,20/21,-0.3972602739726028,-0.2580645161290321,2.0909090909090904,-0.3743589743589747,0.222222222222222,0,0.5555555555555556,0.2857142857142857,0.3181818181818178,0.4347826086956521,-0.5428571428571429,0.3333333333333332,False,13,0,0.1,-0.5,-1.6,0.3,-0.2,0.1
Bobby Portis,MIL,20/21,-0.0136986301369862,0.8387096774193545,-0.409090909090909,0.4820512820512819,0.222222222222222,0,1.0,0.1428571428571428,0.9999999999999996,0.4782608695652174,0.2571428571428567,0.0833333333333332,False,6,0,-0.0,0.2,-0.1,0.9,0.1,-0.0
CJ McCollum,POR,20/21,1.589041095890411,-0.1935483870967742,1.2272727272727273,0.1948717948717944,0.1851851851851851,0,0.8888888888888888,1.4285714285714286,1.2045454545454546,1.5217391304347827,1.1428571428571428,1.083333333333333,False,7,0,0.3,0.5,6.5,-0.5,1.7,0.3
Reggie Bullock,NYK,20/21,-0.0821917808219177,-0.3548387096774193,-0.2272727272727272,0.1230769230769226,0.1481481481481479,0,0.6666666666666666,0.4285714285714285,-1.0,-0.2173913043478261,-0.6714285714285716,-0.1666666666666666,False,8,0,-0.0,-0.1,-0.3,0.2,0.1,-0.0
Danny Green,PHI,20/21,-0.273972602739726,-0.2258064516129032,-0.1363636363636363,0.6974358974358975,0.1481481481481479,0,0.2222222222222222,0.0,-0.7727272727272727,0.6521739130434783,-0.7285714285714288,0.6666666666666664,False,3,1,-0.2,-0.4,-1.1,0.2,-0.5,-0.2
Jamal Murray,DEN,20/21,1.3287671232876714,-0.1612903225806451,1.2727272727272725,0.5538461538461538,0.1481481481481479,0,0.4444444444444444,0.8571428571428571,0.6363636363636365,0.6956521739130436,0.8142857142857142,0.4999999999999998,False,5,0,0.7,1.4,5.4,-0.4,0.6,0.7
Harrison Barnes,SAC,20/21,0.6301369863013702,0.6774193548387094,0.6818181818181818,-0.5846153846153849,0.111111111111111,0,1.2222222222222223,1.5714285714285714,-0.0227272727272726,-0.0869565217391304,-0.2714285714285717,0.0,False,15,0,-0.4,-1.2,2.6,-0.3,0.0,-0.4
Dorian Finney-Smith,DAL,20/21,-0.232876712328767,0.2903225806451613,-0.1363636363636363,0.1948717948717944,0.0740740740740741,0,1.3333333333333333,0.8571428571428571,-0.7954545454545454,-0.1304347826086956,-0.985714285714286,-0.0833333333333334,False,7,0,-0.0,-0.0,-0.9,0.5,0.1,-0.0
Bruce Brown,BRK,20/21,-0.3698630136986301,0.2903225806451613,-0.1818181818181817,0.6256410256410256,0.0740740740740741,0,1.3333333333333333,0.5714285714285714,0.1363636363636367,-0.2173913043478261,-0.4571428571428573,-0.3333333333333333,False,4,0,-0.2,-0.2,-1.5,0.8,0.1,-0.2
Tim Hardaway Jr.,DAL,20/21,0.6986301369863017,-0.3870967741935484,-0.0909090909090908,0.1948717948717944,0.0370370370370369,0,0.4444444444444444,1.1428571428571428,0.0454545454545452,0.0,0.6142857142857139,0.0833333333333332,False,7,0,0.1,0.0,2.8,-0.7,0.0,0.1
Fred VanVleet,TOR,20/21,1.1095890410958908,-0.096774193548387,1.9545454545454544,-0.8717948717948719,0.0370370370370369,0,0.1111111111111111,0.7142857142857143,0.2954545454545456,0.9130434782608696,0.6857142857142853,0.9166666666666666,False,16,0,-1.0,-2.6,4.5,-0.6,0.6,-1.0
Kristaps Porziņģis,DAL,20/21,1.1780821917808222,1.4193548387096773,-0.1818181818181817,0.1948717948717944,0.0370370370370369,0,0.5555555555555556,0.2857142857142857,1.3181818181818183,0.7826086956521741,1.057142857142857,0.2499999999999998,False,7,0,0.2,0.5,4.8,0.3,0.8,0.2
Kentavious Caldwell-Pope,LAL,20/21,-0.2465753424657535,-0.5806451612903224,-0.0454545454545454,0.1948717948717944,0.0,0,0.2222222222222222,0.1428571428571428,-1.090909090909091,-0.391304347826087,-0.7000000000000003,-0.3333333333333333,False,7,0,-0.0,-0.2,-1.0,0.1,0.3,-0.0
Pascal Siakam,TOR,20/21,1.356164383561644,0.8709677419354838,1.1363636363636362,-0.8717948717948719,0.0,0,-0.1111111111111111,0.7142857142857143,0.4999999999999998,0.1739130434782609,1.0285714285714285,0.2499999999999998,False,16,0,-1.2,-2.9,5.5,-0.8,0.2,-1.2
Miles Bridges,CHO,20/21,0.1643835616438355,0.4838709677419354,0.0909090909090909,-0.4461538461538462,0.0,0,0.4444444444444444,0.7142857142857143,-0.1818181818181819,-0.0869565217391304,-0.2571428571428572,0.0,False,14,0,-0.1,-0.3,0.7,-0.3,0.0,-0.1
Malcolm Brogdon,IND,20/21,1.3287671232876714,0.2258064516129032,1.7727272727272727,-0.3743589743589747,0.0,0,0.1111111111111111,1.0,0.5454545454545451,0.7391304347826089,0.971428571428571,0.7499999999999998,False,13,0,-0.5,-1.2,5.4,-0.9,0.7,-0.5
Jordan Clarkson,UTA,20/21,0.9452054794520548,-0.1612903225806451,0.2272727272727272,0.9076923076923074,0.0,0,-0.3333333333333333,0.2857142857142857,0.3636363636363639,0.4347826086956521,1.514285714285714,0.4166666666666666,False,1,1,0.9,0.9,3.8,-0.6,0.7,0.9
Brandon Clarke,MEM,20/21,-0.1643835616438355,0.3548387096774192,-0.1818181818181817,-0.0871794871794872,0.0,0,0.7777777777777778,0.1428571428571428,0.4090909090909092,0.4782608695652174,-0.2714285714285717,0.1666666666666666,False,11,0,0.0,-0.0,-0.7,0.6,-0.1,0.0
De'Aaron Fox,SAC,20/21,1.8767123287671237,-0.3225806451612902,2.3636363636363638,-0.5846153846153849,0.0,0,0.1111111111111111,1.4285714285714286,1.1818181818181817,0.6086956521739131,1.6999999999999995,0.7499999999999998,True,15,0,-1.1,-2.3,7.6,-1.3,1.0,-1.1
Kyle Lowry,TOR,20/21,0.7808219178082192,0.2903225806451613,2.4090909090909087,-0.8717948717948719,-0.0370370370370372,0,0.5555555555555556,1.0,0.2272727272727272,0.5217391304347827,0.3285714285714282,0.3333333333333332,True,16,0,-0.7,-3.0,3.2,-0.4,0.2,-0.7
RJ Barrett,NYK,20/21,0.8356164383561647,0.4193548387096772,0.4545454545454545,0.1230769230769226,-0.0370370370370372,0,-0.6666666666666666,0.2857142857142857,-0.4772727272727271,-0.6956521739130436,0.6142857142857139,-0.5,False,8,0,0.1,0.2,3.4,-1.0,-0.4,0.1
Jeff Green,BRK,20/21,-0.0684931506849315,-0.1935483870967742,-0.1818181818181817,0.6256410256410256,-0.0370370370370372,0,1.1111111111111112,1.1428571428571428,-0.5681818181818181,-0.5217391304347827,-0.5000000000000002,-0.5,False,4,0,-0.0,-0.3,-0.3,-0.0,0.3,-0.0
Seth Curry,PHI,20/21,0.136986301369863,-0.6774193548387096,0.3181818181818182,0.6974358974358975,-0.0740740740740741,0,0.6666666666666666,0.5714285714285714,-0.5909090909090908,-0.3043478260869565,-0.2857142857142857,-0.3333333333333333,False,3,1,0.1,-0.2,0.6,0.1,0.1,0.1
Isaiah Stewart,DET,20/21,-0.4931506849315069,0.7096774193548386,-0.5,-1.3692307692307693,-0.0740740740740741,0,0.6666666666666666,0.1428571428571428,0.2045454545454542,-0.6521739130434783,-0.5142857142857145,-0.6666666666666666,False,19,0,0.7,0.4,-2.0,0.5,0.3,0.7
Steven Adams,NOP,20/21,-0.5342465753424659,1.4193548387096773,-0.0454545454545454,-0.5846153846153849,-0.0740740740740741,0,1.1111111111111112,0.5714285714285714,-0.0909090909090909,-0.3043478260869565,-1.0571428571428574,-0.3333333333333333,False,15,0,0.3,-0.5,-2.2,0.5,0.3,0.3
Dwight Howard,PHI,20/21,-0.6164383561643837,1.2580645161290325,-0.5,0.6974358974358975,-0.0740740740740741,0,0.1111111111111111,-0.8571428571428571,0.5227272727272728,-0.8260869565217391,-0.1285714285714288,-0.8333333333333333,False,3,1,-0.4,0.1,-2.5,1.0,0.1,-0.4
DeAndre Jordan,BRK,20/21,-0.5479452054794521,0.9677419354838708,-0.1818181818181817,0.6256410256410256,-0.1111111111111112,0,1.6666666666666667,0.4285714285714285,0.3636363636363639,0.2608695652173913,-0.8571428571428574,-0.1666666666666666,False,4,0,-0.3,0.1,-2.2,1.2,-0.2,-0.3
Andrew Wiggins,GSW,20/21,0.9726027397260276,0.1290322580645162,0.1818181818181817,-0.0153846153846153,-0.1111111111111112,0,-0.5555555555555556,0.4285714285714285,-0.1136363636363636,-0.3478260869565218,0.5999999999999999,-0.0833333333333334,False,10,0,-0.0,-0.0,4.0,-1.0,-0.2,-0.0
Bogdan Bogdanović,ATL,20/21,0.6712328767123287,-0.2903225806451612,0.5909090909090908,0.1230769230769226,-0.1111111111111112,0,1.1111111111111112,0.8571428571428571,0.4772727272727275,1.3913043478260871,0.3142857142857141,0.5833333333333333,False,8,0,0.1,0.1,2.7,0.3,0.4,0.1
Dennis Schröder,LAL,20/21,0.5342465753424659,-0.3225806451612902,1.727272727272727,0.1948717948717944,-0.1481481481481482,0,-0.5555555555555556,0.1428571428571428,-0.3863636363636362,-0.6521739130434783,0.5428571428571425,-0.5833333333333333,False,7,0,0.1,0.4,2.2,-0.7,-0.4,0.1
Doug McDermott,IND,20/21,0.2876712328767123,-0.3870967741935484,-0.3181818181818181,-0.3743589743589747,-0.1481481481481482,0,1.0,1.4285714285714286,0.0227272727272726,-0.4347826086956522,0.1285714285714283,-0.4166666666666667,False,13,0,-0.1,0.2,1.2,-0.4,-0.1,-0.1
Jae'Sean Tate,HOU,20/21,-0.0273972602739725,0.2580645161290321,0.2272727272727272,-1.5846153846153848,-0.1481481481481482,0,0.2222222222222222,1.0,-0.3863636363636362,-0.782608695652174,-0.3857142857142861,-0.6666666666666666,False,20,0,0.0,-0.7,-0.1,-0.8,0.3,0.0
Robert Covington,POR,20/21,-0.4109589041095891,0.7096774193548386,-0.1363636363636363,0.1948717948717944,-0.1851851851851851,0,0.1111111111111111,0.5714285714285714,-0.9772727272727274,-0.0869565217391304,-1.085714285714286,0.0833333333333332,False,7,0,-0.1,0.0,-1.7,-0.5,0.1,-0.1
Duncan Robinson,MIA,20/21,0.2191780821917808,-0.3225806451612902,-0.0909090909090908,0.0564102564102564,-0.1851851851851851,0,0.1111111111111111,0.8571428571428571,-1.0227272727272727,-0.6086956521739131,-0.3571428571428571,-0.4166666666666667,False,9,0,0.0,-0.0,0.9,-0.7,0.2,0.0
Danilo Gallinari,ATL,20/21,0.2465753424657535,-0.1290322580645162,-0.2272727272727272,0.1230769230769226,-0.1851851851851851,0,1.2222222222222223,0.8571428571428571,0.1818181818181819,0.3043478260869566,0.2999999999999997,-0.0833333333333334,False,8,0,0.0,-0.0,1.0,0.4,0.1,0.0
Terance Mann,LAC,20/21,-0.6164383561643837,-0.2903225806451612,-0.1818181818181817,0.5538461538461538,-0.1851851851851851,0,1.4444444444444444,0.5714285714285714,-0.3863636363636362,-0.2608695652173913,-0.5714285714285717,-0.4166666666666667,False,5,0,-0.3,-0.6,-2.5,0.9,0.1,-0.3
Reggie Jackson,LAC,20/21,-0.1095890410958905,-0.5161290322580645,0.5,0.5538461538461538,-0.1851851851851851,0,0.4444444444444444,0.7142857142857143,-0.2954545454545456,0.0,0.1142857142857138,-0.1666666666666666,False,5,0,-0.1,-0.1,-0.4,-0.3,0.0,-0.1
Robin Lopez,WAS,20/21,-0.3424657534246575,-0.2258064516129032,-0.5454545454545454,-0.3743589743589747,-0.1851851851851851,0,1.3333333333333333,1.1428571428571428,0.2727272727272725,-0.6086956521739131,-0.2857142857142857,-0.5833333333333333,False,13,0,0.1,0.4,-1.4,0.2,0.2,0.1
Anthony Davis,LAL,20/21,1.4109589041095894,1.096774193548387,0.5,0.1948717948717944,-0.1851851851851851,0,-0.2222222222222222,-0.5714285714285714,1.5000000000000002,1.9130434782608692,1.4428571428571426,0.7499999999999998,False,7,0,0.3,0.6,5.7,0.3,2.8,0.3
Donte DiVincenzo,MIL,20/21,-0.1506849315068492,0.4193548387096772,0.5,0.4820512820512819,-0.2222222222222222,0,0.0,0.5714285714285714,-0.5681818181818181,-0.0869565217391304,-0.3428571428571431,-0.0833333333333334,False,6,0,-0.1,0.4,-0.6,-0.6,0.0,-0.1
Marcus Morris,LAC,20/21,0.2602739726027398,-0.1290322580645162,-0.4545454545454545,0.5538461538461538,-0.2222222222222222,0,0.5555555555555556,0.7142857142857143,-0.2272727272727272,-0.1739130434782609,0.1428571428571428,-0.25,False,5,0,0.1,-0.2,1.1,-0.2,-0.0,0.1
Kevin Huerter,ATL,20/21,0.0547945205479452,-0.3870967741935484,0.6818181818181818,0.1230769230769226,-0.2222222222222222,0,0.0,1.0,-0.7500000000000001,-0.3043478260869565,-0.2714285714285717,-0.0833333333333334,False,8,0,0.0,0.0,0.2,-1.0,0.1,0.0
Cameron Payne,PHO,20/21,-0.4246575342465754,-0.6774193548387096,0.7272727272727273,0.8358974358974355,-0.2222222222222222,0,1.1111111111111112,0.5714285714285714,0.4318181818181814,1.173913043478261,0.0999999999999999,0.2499999999999998,False,2,1,-0.4,-0.3,-1.7,0.5,0.1,-0.4
Pat Connaughton,MIL,20/21,-0.6438356164383563,0.096774193548387,-0.3636363636363636,0.4820512820512819,-0.2592592592592593,0,1.0,0.5714285714285714,-0.9545454545454544,-0.1739130434782609,-1.0714285714285716,-0.25,False,6,0,-0.3,-0.4,-2.6,0.4,0.2,-0.3
Gordon Hayward,CHO,20/21,1.1095890410958908,0.4516129032258065,0.9545454545454544,-0.4461538461538462,-0.2592592592592593,0,0.2222222222222222,0.7142857142857143,0.4772727272727275,0.5217391304347827,0.6857142857142853,0.2499999999999998,False,14,0,-0.5,-1.1,4.5,-0.5,0.4,-0.5
Shai Gilgeous-Alexander,OKC,20/21,1.671232876712329,0.0645161290322581,1.7727272727272727,-1.2256410256410255,-0.2592592592592593,0,0.6666666666666666,1.0,1.3863636363636365,1.608695652173913,1.2428571428571429,0.5833333333333333,False,18,0,-2.0,-4.3,6.8,-0.3,2.0,-2.0
Collin Sexton,CLE,20/21,1.753424657534247,-0.4516129032258063,1.090909090909091,-1.2256410256410255,-0.2592592592592593,0,-0.1111111111111111,1.4285714285714286,0.5681818181818181,-0.2608695652173913,1.514285714285714,-0.0833333333333334,False,18,0,-2.1,-2.9,7.1,-1.5,-0.4,-2.1
Tyrese Haliburton,SAC,20/21,0.2054794520547945,-0.4838709677419354,1.4999999999999998,-0.5846153846153849,-0.2592592592592593,0,0.6666666666666666,1.4285714285714286,0.1590909090909089,0.4347826086956521,-0.1428571428571428,0.3333333333333332,False,15,0,-0.1,-0.7,0.8,-0.8,-0.1,-0.1
Devonte' Graham,CHO,20/21,0.4520547945205481,-0.5806451612903224,1.5454545454545454,-0.4461538461538462,-0.2962962962962964,0,0.3333333333333333,1.1428571428571428,-0.2045454545454546,0.1304347826086956,0.3285714285714282,0.0,False,14,0,-0.2,-0.6,1.8,-0.8,0.0,-0.2
Kevon Looney,GSW,20/21,-1.0136986301369866,0.2580645161290321,0.0,-0.0153846153846153,-0.2962962962962964,0,2.0,0.4285714285714285,-0.818181818181818,-0.5652173913043479,-1.385714285714286,-0.6666666666666666,True,10,0,0.0,0.0,-4.1,1.6,0.8,0.0
Myles Turner,IND,20/21,0.1506849315068492,0.6451612903225805,-0.4545454545454545,-0.3743589743589747,-0.3333333333333334,0,0.0,0.0,-0.0454545454545452,0.0,-0.3857142857142861,-0.1666666666666666,False,13,0,-0.1,-0.1,0.6,0.0,-0.0,-0.1
Jae Crowder,PHO,20/21,-0.2054794520547945,0.0645161290322581,0.0454545454545454,0.8358974358974355,-0.3333333333333334,0,0.1111111111111111,0.4285714285714285,-0.8409090909090907,0.3043478260869566,-0.485714285714286,0.1666666666666666,False,2,1,-0.2,-0.1,-0.8,-0.3,-0.1,-0.2
Dejounte Murray,SAS,20/21,0.5753424657534246,0.8387096774193545,1.5454545454545454,-0.4461538461538462,-0.3333333333333334,0,-0.6666666666666666,0.4285714285714285,0.2272727272727272,0.1739130434782609,0.6142857142857139,0.3333333333333332,False,14,0,-0.3,-1.3,2.3,-1.1,0.1,-0.3
Alec Burks,NYK,20/21,0.1643835616438355,0.0322580645161289,0.0909090909090909,0.1230769230769226,-0.3333333333333334,0,0.2222222222222222,0.1428571428571428,-0.1590909090909089,0.4782608695652174,0.3142857142857141,0.0,False,8,0,0.0,0.0,0.7,0.1,0.2,0.0
Marcus Smart,BOS,20/21,0.2191780821917808,-0.3225806451612902,1.6818181818181817,-0.2307692307692309,-0.3333333333333334,0,0.2222222222222222,0.7142857142857143,-0.3863636363636362,-0.3043478260869565,-0.1000000000000004,-0.3333333333333333,False,12,0,-0.1,-0.4,0.9,-0.5,0.0,-0.1
Kemba Walker,BOS,20/21,1.0684931506849318,-0.1612903225806451,1.3181818181818183,-0.2307692307692309,-0.3333333333333334,0,0.2222222222222222,0.8571428571428571,0.4999999999999998,0.7391304347826089,1.0,0.2499999999999998,False,12,0,-0.2,-0.5,4.4,-0.6,0.7,-0.2
Kyle Kuzma,LAL,20/21,0.1917808219178083,0.5161290322580643,-0.0454545454545454,0.1948717948717944,-0.3333333333333334,0,-0.7777777777777778,0.1428571428571428,-0.6363636363636365,-0.3478260869565218,0.1714285714285713,-0.25,False,7,0,0.0,0.1,0.8,-0.9,-0.1,0.0
Cody Zeller,CHO,20/21,-0.2876712328767123,0.7419354838709675,-0.0909090909090908,-0.4461538461538462,-0.3333333333333334,0,1.2222222222222223,0.5714285714285714,0.6136363636363634,-0.391304347826087,-0.1142857142857144,-0.5833333333333333,False,14,0,0.1,-0.2,-1.2,0.7,0.0,0.1
Keldon Johnson,SAS,20/21,0.178082191780822,0.4838709677419354,-0.0909090909090908,-0.4461538461538462,-0.3333333333333334,0,-0.1111111111111111,0.8571428571428571,-0.3863636363636362,-0.8695652173913044,0.0142857142857139,-0.75,False,14,0,-0.1,-0.3,0.7,-1.0,-0.0,-0.1
Saddiq Bey,DET,20/21,0.095890410958904,0.0,-0.2727272727272727,-1.3692307692307693,-0.3333333333333334,0,0.0,0.8571428571428571,-0.6590909090909092,-0.391304347826087,-0.0571428571428574,-0.3333333333333333,False,19,0,-0.1,0.2,0.4,-0.9,0.0,-0.1
Lonzo Ball,NOP,20/21,0.4246575342465754,0.096774193548387,1.6818181818181817,-0.5846153846153849,-0.3703703703703703,0,-0.2222222222222222,0.7142857142857143,-0.0681818181818183,0.5652173913043478,0.1999999999999998,0.4166666666666666,False,15,0,-0.2,-1.3,1.7,-0.9,0.1,-0.2
Immanuel Quickley,NYK,20/21,-0.0136986301369862,-0.7741935483870966,0.0,0.1230769230769226,-0.3703703703703703,0,0.1111111111111111,0.4285714285714285,0.0681818181818183,0.2173913043478261,0.9285714285714286,-0.1666666666666666,False,8,0,-0.0,-0.1,-0.1,-0.3,0.2,-0.0
Paul Millsap,DEN,20/21,-0.3424657534246575,0.0645161290322581,-0.0909090909090908,0.5538461538461538,-0.3703703703703703,0,0.5555555555555556,0.2857142857142857,0.2045454545454542,0.2608695652173913,-0.0714285714285714,-0.1666666666666666,False,5,0,-0.2,-0.2,-1.4,0.3,-0.0,-0.2
Ja Morant,MEM,20/21,1.0410958904109593,-0.1612903225806451,2.4545454545454546,-0.0871794871794872,-0.3703703703703703,0,-0.4444444444444444,1.0,0.2727272727272725,-0.3478260869565218,1.1571428571428568,-0.25,True,11,0,-0.1,-0.3,4.2,-1.4,-0.4,-0.1
Naz Reid,MIN,20/21,-0.041095890410959,0.0322580645161289,-0.4545454545454545,-1.158974358974359,-0.3703703703703703,0,0.3333333333333333,0.7142857142857143,0.6136363636363634,-0.2608695652173913,0.4857142857142855,-0.4166666666666667,False,17,0,0.0,0.5,-0.2,-0.4,-0.1,0.0
Jerami Grant,DET,20/21,1.479452054794521,0.0322580645161289,0.3636363636363635,-1.3692307692307693,-0.3703703703703703,0,-0.3333333333333333,0.8571428571428571,0.3181818181818178,0.3043478260869566,1.3428571428571427,0.2499999999999998,False,19,0,-2.0,-2.6,6.0,-1.2,0.4,-2.0
Ricky Rubio,MIN,20/21,-0.3972602739726028,-0.3870967741935484,2.0,-1.158974358974359,-0.4074074074074074,0,0.1111111111111111,1.0,-0.4545454545454545,-1.0,-0.442857142857143,-0.9166666666666666,False,17,0,0.5,-1.4,-1.6,-0.9,0.4,0.5
Jarred Vanderbilt,MIN,20/21,-0.8356164383561645,0.4193548387096772,-0.3636363636363636,-1.158974358974359,-0.4074074074074074,0,1.1111111111111112,0.2857142857142857,0.1590909090909089,-0.2173913043478261,-0.9714285714285716,-0.5,False,17,0,1.0,0.9,-3.4,0.8,0.2,1.0
Justin Holiday,IND,20/21,-0.136986301369863,-0.2903225806451612,-0.1363636363636363,-0.3743589743589747,-0.4074074074074074,0,0.0,0.8571428571428571,-1.159090909090909,-0.6086956521739131,-0.7285714285714288,-0.4166666666666667,False,13,0,0.1,0.2,-0.6,-0.9,0.4,0.1
Facundo Campazzo,DEN,20/21,-0.7397260273972605,-0.7741935483870966,0.7272727272727273,0.5538461538461538,-0.4074074074074074,0,0.5555555555555556,0.5714285714285714,-0.8863636363636364,-0.4347826086956522,-0.8571428571428574,-0.5,False,5,0,-0.4,-0.4,-3.0,-0.0,0.4,-0.4
OG Anunoby,TOR,20/21,0.6027397260273974,0.3225806451612902,0.0909090909090909,-0.8717948717948719,-0.4074074074074074,0,0.1111111111111111,0.5714285714285714,-0.0227272727272726,0.3478260869565217,0.0285714285714284,0.0833333333333332,False,16,0,-0.5,-0.9,2.5,-0.5,0.0,-0.5
Tomáš Satoranský,CHI,20/21,-0.5205479452054795,-0.6774193548387096,1.2272727272727273,-0.5846153846153849,-0.4074074074074074,0,0.6666666666666666,0.8571428571428571,-0.3863636363636362,-0.391304347826087,-0.5571428571428575,-0.5,False,15,0,0.3,-0.0,-2.1,-0.2,0.2,0.3
Dāvis Bertāns,WAS,20/21,0.0,-0.5161290322580645,-0.5,-0.3743589743589747,-0.4074074074074074,0,0.8888888888888888,1.1428571428571428,-0.9318181818181815,-0.5217391304347827,-0.4571428571428573,-0.5833333333333333,False,13,0,-0.0,0.4,0.0,-0.3,0.2,-0.0
Juan Toscano-Anderson,GSW,20/21,-0.7945205479452055,-0.0322580645161289,0.3636363636363635,-0.0153846153846153,-0.4444444444444445,0,1.0,0.1428571428571428,-0.6590909090909092,0.1739130434782609,-1.1571428571428573,-0.25,False,10,0,0.0,0.0,-3.2,0.9,-0.2,0.0
Serge Ibaka,LAC,20/21,-0.0547945205479452,0.7096774193548386,-0.0909090909090908,0.5538461538461538,-0.4444444444444445,0,0.7777777777777778,0.2857142857142857,0.6136363636363634,0.4347826086956521,0.1428571428571428,-0.25,False,5,0,-0.0,0.3,-0.2,0.5,0.1,-0.0
Lauri Markkanen,CHI,20/21,0.2876712328767123,0.2580645161290321,-0.5,-0.5846153846153849,-0.4444444444444445,0,0.3333333333333333,0.7142857142857143,-0.0681818181818183,-0.1304347826086956,0.1571428571428568,-0.3333333333333333,False,15,0,-0.2,-0.0,1.2,-0.4,-0.0,-0.2
Desmond Bane,MEM,20/21,-0.3150684931506851,-0.4516129032258063,-0.1363636363636363,-0.0871794871794872,-0.4814814814814815,0,0.3333333333333333,0.8571428571428571,-0.7500000000000001,-0.5217391304347827,-0.4285714285714285,-0.5,False,11,0,0.0,0.1,-1.3,-0.5,0.2,0.0
Kendrick Nunn,MIA,20/21,0.4246575342465754,-0.4193548387096772,0.2727272727272727,0.0564102564102564,-0.4814814814814815,0,-0.1111111111111111,0.7142857142857143,-0.2954545454545456,-0.391304347826087,0.2571428571428567,-0.4166666666666667,False,9,0,0.0,0.0,1.7,-0.8,-0.1,0.0
Maxi Kleber,DAL,20/21,-0.6027397260273974,0.2258064516129032,-0.2727272727272727,0.1948717948717944,-0.4814814814814815,0,1.2222222222222223,0.7142857142857143,-1.1136363636363635,-0.1739130434782609,-1.2142857142857146,-0.3333333333333333,False,7,0,-0.1,-0.1,-2.5,0.5,0.2,-0.1
Willy Hernangómez,NOP,20/21,-0.5068493150684933,0.8387096774193545,-0.409090909090909,-0.5846153846153849,-0.4814814814814815,0,1.4444444444444444,0.4285714285714285,0.931818181818182,-0.1739130434782609,-0.3000000000000002,-0.5833333333333333,False,15,0,0.3,0.0,-2.1,1.0,0.1,0.3
Xavier Tillman Sr.,MEM,20/21,-0.6712328767123289,-0.0645161290322581,-0.3181818181818181,-0.0871794871794872,-0.4814814814814815,0,0.7777777777777778,0.2857142857142857,-0.1818181818181819,-0.2608695652173913,-0.6857142857142858,-0.5,False,11,0,0.1,0.1,-2.7,0.5,0.2,0.1
Tristan Thompson,BOS,20/21,-0.5342465753424659,1.1612903225806448,-0.3636363636363636,-0.2307692307692309,-0.4814814814814815,0,0.4444444444444444,0.5714285714285714,-0.2954545454545456,-1.2608695652173914,-0.6142857142857144,-1.0833333333333333,False,12,0,0.1,-0.1,-2.2,-0.1,0.8,0.1
